Time [s],Ch 1 [C],Ch 2 [C],Ch 3 [C],Ch 4 [C],Ch 5 [C],Ch 6 [C],Ch 7 [C],Ch 8 [C],Ch 9 [C],Ch 10 [C],Ch 11 [C],Ch 12 [C],Ch 13 [C],Ch 14 [C],Ch 15 [C],T_Jet [C],Ch 16 [C],Ch 17 [C],Ch 18 [C],Ch 19 [C],Ch 20 [C],Ch 21 [C],Ch 22 [C],Ch 23 [C],Ch 25 [C],Ch 26 [C],Ch 27 [C],Ch 28 [C],Ch 29 [C],Ch 30 [C],Ch 31 [C],T_ambient [C],T_Heat Flux [C],Heat Flux [W/m^2],P_heater [W]
490.828,47.367,49.919,54.438,53.707,54.55,55.223,55.523,55.839,55.928,50.516,52.628,54.07,54.847,55.377,55.756,28.592,56.196,50.11,52.508,54.026,55.059,55.63,55.991,56.286,51.288,53.218,53.904,54.959,55.558,55.734,55.667,26.235,62.08,-0.228,99.895
493.484,47.364,49.913,54.44,53.699,54.55,55.221,55.505,55.823,55.92,50.532,52.626,54.058,54.837,55.363,55.753,28.592,56.202,50.12,52.514,54.022,55.049,55.626,55.983,56.278,51.263,53.214,53.9,54.943,55.556,55.727,55.667,26.219,62.089,-0.253,99.895
496.156,47.358,49.925,54.44,53.705,54.53,55.223,55.519,55.833,55.922,50.548,52.626,54.07,54.853,55.379,55.755,28.576,56.208,50.132,52.51,54.038,55.051,55.634,55.993,56.276,51.273,53.21,53.898,54.947,55.56,55.74,55.673,26.191,62.07,-0.241,99.896
498.812,47.346,49.915,54.43,53.699,54.528,55.203,55.499,55.833,55.914,50.544,52.626,54.064,54.851,55.377,55.75,28.584,56.204,50.126,52.522,54.03,55.045,55.63,55.98,56.28,51.282,53.23,53.902,54.941,55.566,55.727,55.671,26.181,62.07,-0.235,99.894
501.469,47.353,49.924,54.421,53.693,54.528,55.209,55.513,55.833,55.932,50.576,52.644,54.096,54.854,55.393,55.758,28.577,56.2,50.132,52.52,54.02,55.063,55.636,55.972,56.276,51.292,53.218,53.894,54.953,55.564,55.736,55.673,26.156,62.07,-0.233,99.894
504.141,47.343,49.918,54.423,53.699,54.534,55.215,55.515,55.835,55.932,50.534,52.632,54.076,54.858,55.371,55.756,28.571,56.186,50.112,52.492,54.011,55.063,55.608,55.958,56.282,51.278,53.202,53.886,54.943,55.558,55.732,55.661,26.178,62.086,-0.23,99.895
506.797,47.333,49.9,54.427,53.685,54.536,55.223,55.503,55.823,55.922,50.53,52.614,54.067,54.848,55.379,55.75,28.562,56.19,50.084,52.488,54.022,55.045,55.608,55.97,56.256,51.259,53.192,53.882,54.947,55.564,55.715,55.663,26.172,62.083,-0.25,99.894
509.453,47.341,49.867,54.413,53.669,54.508,55.197,55.501,55.827,55.909,50.505,52.608,54.049,54.84,55.373,55.74,28.56,56.2,50.07,52.464,54.001,55.027,55.612,55.97,56.26,51.249,53.172,53.874,54.933,55.536,55.705,55.651,26.194,62.089,-0.284,99.894
512.125,47.322,49.875,54.405,53.657,54.512,55.184,55.493,55.825,55.905,50.499,52.6,54.041,54.836,55.362,55.742,28.552,56.196,50.07,52.472,54.005,55.029,55.612,55.964,56.254,51.237,53.176,53.872,54.921,55.532,55.693,55.639,26.191,62.074,-0.254,99.894
514.781,47.318,49.879,54.405,53.661,54.51,55.186,55.489,55.815,55.911,50.501,52.593,54.047,54.84,55.367,55.748,28.543,56.19,50.062,52.458,53.987,55.021,55.602,55.954,56.26,51.233,53.174,53.864,54.921,55.552,55.703,55.653,26.181,62.105,-0.254,99.894
517.453,47.344,49.897,54.41,53.685,54.51,55.19,55.487,55.827,55.9,50.501,52.59,54.056,54.818,55.339,55.736,28.527,56.186,50.076,52.456,53.985,55.025,55.602,55.944,56.256,51.235,53.156,53.872,54.929,55.544,55.709,55.647,26.152,62.086,-0.235,99.894
520.109,47.327,49.903,54.42,53.683,54.514,55.184,55.489,55.825,55.914,50.514,52.6,54.042,54.833,55.347,55.723,28.523,56.188,50.076,52.464,53.985,55.031,55.598,55.936,56.246,51.251,53.172,53.876,54.937,55.548,55.719,55.641,26.181,62.083,-0.277,99.894
522.781,47.322,49.903,54.4,53.673,54.51,55.194,55.495,55.807,55.912,50.514,52.596,54.058,54.837,55.351,55.742,28.514,56.182,50.074,52.443,53.989,55.015,55.596,55.938,56.236,51.247,53.182,53.866,54.923,55.542,55.717,55.632,26.156,62.098,-0.27,99.894
525.437,47.328,49.903,54.412,53.681,54.526,55.199,55.489,55.811,55.912,50.538,52.616,54.074,54.843,55.357,55.732,28.495,56.172,50.086,52.47,53.993,55.025,55.61,55.948,56.24,51.263,53.194,53.866,54.941,55.532,55.709,55.634,26.127,62.092,-0.296,99.894
528.094,47.332,49.891,54.406,53.685,54.507,55.19,55.485,55.809,55.904,50.526,52.608,54.058,54.843,55.353,55.74,28.476,56.184,50.08,52.47,53.993,55.015,55.586,55.934,56.238,51.233,53.194,53.87,54.921,55.53,55.699,55.624,26.095,62.086,-0.29,99.894
530.766,47.313,49.887,54.408,53.687,54.516,55.199,55.497,55.815,55.894,50.518,52.602,54.054,54.826,55.349,55.73,28.483,56.188,50.08,52.474,54.007,55.019,55.592,55.944,56.244,51.243,53.178,53.866,54.899,55.52,55.703,55.63,26.102,62.114,-0.31,99.894
533.422,47.323,49.889,54.406,53.671,54.516,55.197,55.497,55.803,55.902,50.518,52.608,54.056,54.839,55.351,55.721,28.47,56.178,50.078,52.454,53.979,55.005,55.578,55.942,56.238,51.233,53.17,53.864,54.921,55.522,55.691,55.628,26.086,62.108,-0.292,99.895
536.078,47.323,49.899,54.406,53.677,54.512,55.186,55.487,55.797,55.892,50.518,52.598,54.052,54.829,55.343,55.719,28.441,56.172,50.076,52.45,53.983,55.013,55.592,55.944,56.25,51.225,53.166,53.857,54.89,55.522,55.693,55.622,26.098,62.077,-0.297,99.894
538.75,47.318,49.881,54.408,53.677,54.516,55.182,55.487,55.789,55.885,50.528,52.62,54.046,54.824,55.347,55.732,28.434,56.176,50.086,52.492,53.995,55.013,55.582,55.948,56.236,51.219,53.16,53.851,54.893,55.526,55.689,55.618,26.082,62.083,-0.284,99.895
541.422,47.303,49.877,54.402,53.659,54.503,55.18,55.489,55.789,55.89,50.512,52.608,54.04,54.824,55.343,55.726,28.438,56.17,50.08,52.47,53.991,54.999,55.586,55.942,56.234,51.211,53.164,53.833,54.895,55.522,55.687,55.639,26.025,62.098,-0.281,99.894
544.078,47.313,49.891,54.394,53.661,54.489,55.172,55.477,55.797,55.9,50.514,52.6,54.052,54.828,55.341,55.724,28.436,56.176,50.07,52.462,53.977,55.023,55.59,55.942,56.23,51.227,53.166,53.839,54.911,55.518,55.681,55.614,26,62.089,-0.28,99.895
546.75,47.297,49.887,54.374,53.665,54.503,55.17,55.481,55.793,55.892,50.51,52.606,54.031,54.828,55.339,55.718,28.42,56.153,50.051,52.462,53.973,54.997,55.59,55.932,56.22,51.219,53.164,53.841,54.897,55.514,55.687,55.626,25.984,62.086,-0.279,99.895
549.406,47.307,49.887,54.39,53.667,54.495,55.172,55.485,55.791,55.9,50.526,52.606,54.044,54.835,55.337,55.72,28.432,56.17,50.06,52.454,53.985,55.007,55.584,55.924,56.228,51.231,53.154,53.843,54.911,55.512,55.691,55.63,25.997,62.089,-0.278,99.893
552.078,47.301,49.877,54.398,53.667,54.497,55.178,55.487,55.793,55.887,50.518,52.596,54.044,54.818,55.343,55.726,28.413,56.153,50.066,52.458,53.983,54.997,55.584,55.94,56.23,51.233,53.162,53.853,54.901,55.522,55.687,55.614,26.003,62.083,-0.28,99.893
554.75,47.294,49.853,54.372,53.653,54.504,55.17,55.489,55.799,55.889,50.499,52.597,54.031,54.82,55.332,55.714,28.425,56.157,50.051,52.454,53.979,55.015,55.566,55.932,56.22,51.209,53.168,53.849,54.901,55.512,55.681,55.616,26.025,62.098,-0.27,99.894
557.422,47.291,49.863,54.39,53.649,54.485,55.168,55.469,55.799,55.881,50.487,52.59,54.023,54.818,55.327,55.708,28.407,56.153,50.043,52.441,53.969,54.997,55.582,55.924,56.214,51.201,53.154,53.839,54.903,55.526,55.677,55.612,26.009,62.077,-0.273,99.894
560.078,47.273,49.843,54.358,53.631,54.48,55.156,55.464,55.789,55.883,50.491,52.581,54.021,54.818,55.33,55.704,28.406,56.131,50.041,52.447,53.959,54.991,55.564,55.922,56.21,51.185,53.146,53.811,54.895,55.506,55.687,55.61,26.009,62.083,-0.279,99.894
562.734,47.274,49.838,54.37,53.637,54.469,55.158,55.446,55.769,55.873,50.477,52.572,54.023,54.8,55.331,55.69,28.386,56.131,50.027,52.441,53.961,54.997,55.564,55.922,56.216,51.195,53.138,53.819,54.89,55.518,55.675,55.62,26.035,62.089,-0.281,99.894
565.406,47.268,49.844,54.374,53.626,54.481,55.152,55.459,55.785,55.877,50.487,52.576,54.011,54.81,55.329,55.702,28.377,56.151,50.043,52.431,53.965,55.009,55.564,55.918,56.216,51.219,53.154,53.841,54.895,55.524,55.687,55.606,25.993,62.067,-0.299,99.894
568.062,47.277,49.855,54.372,53.637,54.485,55.172,55.475,55.781,55.881,50.518,52.59,54.025,54.814,55.329,55.698,28.371,56.151,50.066,52.456,53.983,54.997,55.576,55.922,56.222,51.231,53.16,53.847,54.901,55.518,55.681,55.612,25.962,62.074,-0.268,99.894
570.734,47.276,49.862,54.39,53.656,54.485,55.158,55.456,55.777,55.869,50.488,52.574,54.022,54.813,55.313,55.692,28.359,56.153,50.049,52.45,53.965,54.997,55.58,55.916,56.204,51.213,53.16,53.845,54.888,55.504,55.685,55.62,25.965,62.08,-0.269,99.893
573.391,47.284,49.864,54.372,53.654,54.481,55.158,55.45,55.763,55.861,50.494,52.584,54.03,54.811,55.315,55.69,28.355,56.145,50.037,52.437,53.965,54.993,55.554,55.918,56.206,51.203,53.148,53.833,54.893,55.516,55.679,55.606,25.946,62.08,-0.277,99.894
576.062,47.277,49.873,54.372,53.645,54.483,55.148,55.463,55.781,55.873,50.493,52.586,54.025,54.812,55.325,55.692,28.365,56.137,50.047,52.435,53.953,54.989,55.562,55.918,56.212,51.207,53.142,53.831,54.888,55.498,55.671,55.598,25.939,62.08,-0.288,99.893
578.734,47.272,49.851,54.376,53.651,54.469,55.154,55.456,55.777,55.857,50.491,52.584,54.025,54.804,55.321,55.692,28.358,56.141,50.035,52.425,53.965,54.991,55.568,55.93,56.216,51.221,53.152,53.837,54.903,55.518,55.687,55.606,25.942,62.077,-0.293,99.893
581.391,47.266,49.838,54.368,53.626,54.469,55.154,55.45,55.777,55.873,50.485,52.576,54.013,54.804,55.311,55.7,28.337,56.133,50.033,52.433,53.955,54.971,55.554,55.918,56.208,51.193,53.144,53.827,54.88,55.496,55.675,55.616,25.911,62.098,-0.282,99.893
584.047,47.264,49.838,54.356,53.633,54.485,55.156,55.454,55.781,55.869,50.505,52.572,54.035,54.802,55.319,55.698,28.354,56.139,50.037,52.431,53.947,54.991,55.548,55.908,56.21,51.203,53.148,53.837,54.897,55.512,55.683,55.608,25.917,62.086,-0.283,99.894
586.719,47.262,49.846,54.364,53.614,54.473,55.158,55.456,55.76,55.869,50.485,52.572,54.017,54.798,55.325,55.694,28.34,56.133,50.027,52.429,53.945,54.989,55.548,55.918,56.206,51.205,53.156,53.833,54.893,55.506,55.665,55.61,25.936,62.086,-0.275,99.893
589.391,47.252,49.84,54.358,53.639,54.487,55.152,55.465,55.758,55.869,50.485,52.584,54.019,54.796,55.325,55.7,28.31,56.133,50.023,52.427,53.955,54.977,55.554,55.914,56.194,51.189,53.14,53.825,54.882,55.51,55.685,55.598,25.939,62.086,-0.296,99.893
592.047,47.248,49.839,54.376,53.637,54.469,55.152,55.468,55.777,55.879,50.487,52.575,54.019,54.788,55.322,55.696,28.333,56.147,50.041,52.431,53.949,54.977,55.552,55.908,56.194,51.201,53.138,53.825,54.901,55.502,55.669,55.598,25.911,62.089,-0.298,99.894
594.719,47.256,49.818,54.362,53.639,54.467,55.158,55.446,55.765,55.869,50.479,52.561,54.003,54.788,55.309,55.684,28.314,56.127,50.025,52.45,53.953,54.997,55.554,55.932,56.204,51.201,53.152,53.839,54.893,55.496,55.675,55.592,25.885,62.077,-0.293,99.894
597.375,47.254,49.838,54.366,53.645,54.467,55.138,55.444,55.775,55.855,50.485,52.57,54.009,54.796,55.321,55.698,28.302,56.131,50.068,52.421,53.971,54.991,55.546,55.91,56.196,51.215,53.138,53.827,54.884,55.492,55.675,55.588,25.866,62.089,-0.309,99.894
600.047,47.25,49.853,54.354,53.624,54.469,55.158,55.446,55.771,55.871,50.497,52.563,54.015,54.792,55.313,55.706,28.302,56.131,50.049,52.433,53.945,54.983,55.562,55.914,56.192,51.213,53.14,53.825,54.882,55.5,55.655,55.604,25.863,62.08,-0.334,99.894
602.719,47.256,49.84,54.362,53.626,54.471,55.152,55.436,55.756,55.855,50.501,52.58,54.017,54.792,55.331,55.702,28.295,56.129,50.047,52.437,53.949,54.977,55.542,55.894,56.204,51.191,53.129,53.817,54.872,55.498,55.655,55.578,25.86,62.092,-0.323,99.894
605.391,47.252,49.84,54.356,53.633,54.467,55.14,55.442,55.76,55.859,50.495,52.565,54.019,54.822,55.317,55.684,28.285,56.129,50.033,52.425,53.949,54.979,55.546,55.904,56.189,51.197,53.142,53.813,54.899,55.498,55.659,55.598,25.847,62.077,-0.321,99.894
608.047,47.262,49.852,54.362,53.624,54.469,55.138,55.436,55.765,55.843,50.49,52.558,54.008,54.79,55.305,55.676,28.27,56.129,50.035,52.419,53.949,54.995,55.544,55.894,56.189,51.199,53.14,53.821,54.882,55.506,55.661,55.594,25.825,62.08,-0.294,99.894
610.719,47.245,49.844,54.349,53.622,54.469,55.14,55.444,55.747,55.839,50.469,52.568,54.005,54.798,55.295,55.68,28.277,56.129,50.035,52.415,53.953,54.971,55.554,55.896,56.181,51.197,53.136,53.819,54.868,55.506,55.663,55.59,25.853,62.08,-0.298,99.895
613.375,47.244,49.83,54.342,53.602,54.451,55.136,55.428,55.754,55.851,50.453,52.543,54.009,54.778,55.3,55.688,28.27,56.115,49.999,52.419,53.941,54.958,55.534,55.896,56.192,51.179,53.127,53.823,54.874,55.498,55.669,55.594,25.86,62.083,-0.303,99.894
616.047,47.237,49.822,54.336,53.606,54.433,55.118,55.434,55.746,55.851,50.439,52.543,53.985,54.78,55.298,55.682,28.255,56.125,49.973,52.405,53.927,54.958,55.53,55.888,56.187,51.158,53.119,53.801,54.86,55.486,55.647,55.578,25.907,62.092,-0.311,99.893
618.719,47.231,49.808,54.332,53.602,54.439,55.13,55.418,55.744,55.833,50.435,52.531,53.989,54.77,55.296,55.672,28.266,56.109,49.977,52.397,53.929,54.956,55.55,55.888,56.175,51.148,53.107,53.785,54.86,55.486,55.659,55.592,25.898,62.083,-0.299,99.895
621.375,47.223,49.82,54.336,53.606,54.453,55.128,55.424,55.756,55.837,50.441,52.533,53.993,54.78,55.29,55.682,28.243,56.103,49.987,52.393,53.923,54.958,55.536,55.88,56.187,51.175,53.107,53.801,54.856,55.474,55.649,55.602,25.901,62.077,-0.338,99.894
624.047,47.215,49.79,54.323,53.596,54.431,55.116,55.434,55.74,55.849,50.427,52.529,53.981,54.778,55.298,55.664,28.247,56.099,49.971,52.379,53.921,54.946,55.525,55.876,56.169,51.146,53.095,53.799,54.856,55.476,55.645,55.57,25.907,62.052,-0.335,99.894
626.703,47.211,49.796,54.325,53.584,54.429,55.11,55.424,55.74,55.829,50.435,52.515,53.977,54.768,55.292,55.668,28.222,56.105,49.963,52.383,53.921,54.95,55.521,55.894,56.183,51.146,53.105,53.777,54.854,55.476,55.661,55.574,25.92,62.077,-0.321,99.894
629.375,47.191,49.768,54.318,53.564,54.431,55.1,55.412,55.736,55.833,50.447,52.525,53.989,54.788,55.294,55.669,28.225,56.113,49.973,52.391,53.917,54.95,55.534,55.878,56.179,51.154,53.093,53.787,54.852,55.47,55.653,55.58,25.936,62.083,-0.32,99.895
632.047,47.207,49.798,54.327,53.586,54.425,55.112,55.404,55.744,55.843,50.423,52.531,53.981,54.764,55.29,55.657,28.211,56.097,49.961,52.385,53.923,54.94,55.525,55.892,56.183,51.14,53.089,53.789,54.86,55.48,55.657,55.578,25.952,62.07,-0.329,99.894
634.703,47.199,49.791,54.322,53.576,54.425,55.11,55.412,55.73,55.821,50.435,52.519,53.991,54.784,55.306,55.677,28.208,56.103,49.995,52.387,53.915,54.954,55.546,55.888,56.189,51.158,53.103,53.785,54.874,55.478,55.653,55.59,25.965,62.086,-0.337,99.895
637.375,47.189,49.795,54.3,53.593,54.421,55.118,55.422,55.736,55.836,50.459,52.547,53.992,54.789,55.302,55.683,28.219,56.101,49.969,52.397,53.935,54.96,55.525,55.882,56.196,51.158,53.099,53.793,54.862,55.474,55.651,55.574,25.981,62.098,-0.32,99.894
640.031,47.179,49.799,54.306,53.595,54.435,55.12,55.422,55.748,55.843,50.471,52.541,54.014,54.791,55.31,55.687,28.217,56.103,49.997,52.409,53.927,54.946,55.534,55.884,56.185,51.173,53.111,53.779,54.856,55.474,55.661,55.564,25.977,62.077,-0.296,99.894
642.703,47.181,49.797,54.312,53.587,54.439,55.11,55.422,55.742,55.841,50.453,52.551,54.004,54.779,55.3,55.681,28.202,56.099,50.009,52.407,53.929,54.956,55.53,55.892,56.192,51.179,53.103,53.807,54.864,55.476,55.657,55.592,25.99,62.089,-0.306,99.894
645.375,47.207,49.814,54.327,53.594,54.443,55.116,55.43,55.718,55.825,50.463,52.549,53.997,54.778,55.298,55.682,28.186,56.126,50.032,52.432,53.938,54.982,55.535,55.905,56.191,51.186,53.133,53.817,54.864,55.481,55.655,55.588,26.004,62.077,-0.298,99.894
648.047,47.214,49.826,54.331,53.608,54.439,55.122,55.418,55.733,55.845,50.475,52.55,53.995,54.778,55.291,55.662,28.18,56.11,50.028,52.424,53.94,54.978,55.541,55.891,56.185,51.188,53.125,53.811,54.874,55.467,55.661,55.586,25.997,62.074,-0.331,99.894
650.703,47.194,49.814,54.321,53.59,54.431,55.122,55.412,55.73,55.831,50.461,52.563,54.003,54.792,55.294,55.662,28.169,56.106,50.01,52.424,53.95,54.964,55.529,55.885,56.177,51.164,53.119,53.802,54.868,55.479,55.657,55.576,25.956,62.102,-0.313,99.895
653.359,47.203,49.787,54.304,53.59,54.421,55.112,55.416,55.736,55.841,50.461,52.551,53.985,54.776,55.298,55.681,28.164,56.103,49.997,52.397,53.921,54.95,55.519,55.894,56.175,51.163,53.105,53.795,54.858,55.474,55.645,55.586,25.968,62.064,-0.316,99.895
656.031,47.191,49.799,54.32,53.586,54.441,55.116,55.41,55.738,55.845,50.475,52.561,54.003,54.788,55.292,55.671,28.158,56.095,49.995,52.415,53.925,54.958,55.534,55.876,56.171,51.165,53.107,53.789,54.854,55.476,55.651,55.574,25.987,62.058,-0.344,99.895
658.703,47.184,49.771,54.3,53.587,54.435,55.104,55.422,55.73,55.84,50.479,52.567,54.022,54.791,55.301,55.676,28.165,56.112,49.99,52.408,53.926,54.956,55.533,55.875,56.171,51.156,53.099,53.804,54.864,55.479,55.64,55.574,25.975,62.074,-0.333,99.895
661.375,47.177,49.779,54.3,53.581,54.421,55.112,55.418,55.732,55.843,50.453,52.545,54.014,54.773,55.304,55.675,28.139,56.104,49.998,52.412,53.934,54.956,55.517,55.881,56.171,51.16,53.105,53.794,54.874,55.485,55.644,55.584,25.991,62.09,-0.354,99.895
664.031,47.163,49.777,54.286,53.589,54.437,55.112,55.43,55.736,55.84,50.457,52.557,54.004,54.797,55.313,55.684,28.142,56.104,49.998,52.418,53.93,54.962,55.531,55.887,56.185,51.174,53.107,53.794,54.86,55.461,55.642,55.572,25.994,62.096,-0.365,99.895
666.703,47.157,49.791,54.298,53.569,54.427,55.118,55.406,55.746,55.834,50.473,52.551,54.016,54.799,55.303,55.688,28.132,56.081,49.999,52.391,53.915,54.942,55.519,55.867,56.175,51.165,53.111,53.793,54.854,55.474,55.641,55.576,26.009,62.077,-0.347,99.893
669.375,47.187,49.795,54.316,53.578,54.429,55.102,55.406,55.734,55.841,50.467,52.547,54.007,54.78,55.304,55.661,28.135,56.085,50.001,52.401,53.921,54.954,55.519,55.878,56.153,51.169,53.097,53.777,54.856,55.474,55.641,55.582,26.003,62.077,-0.34,99.894
672.047,47.203,49.801,54.317,53.601,54.44,55.117,55.412,55.734,55.834,50.461,52.541,53.991,54.78,55.296,55.657,28.112,56.105,50.009,52.415,53.921,54.953,55.53,55.877,56.168,51.162,53.102,53.8,54.852,55.463,55.655,55.572,25.994,62.062,-0.346,99.895
674.703,47.202,49.791,54.319,53.6,54.442,55.123,55.432,55.736,55.836,50.471,52.575,54.011,54.79,55.294,55.671,28.116,56.113,50.015,52.425,53.931,54.955,55.53,55.879,56.168,51.168,53.102,53.784,54.85,55.475,55.638,55.578,26,62.074,-0.342,99.894
677.375,47.19,49.796,54.319,53.602,54.438,55.117,55.414,55.73,55.822,50.479,52.561,54.003,54.779,55.3,55.659,28.103,56.124,50.036,52.439,53.957,54.964,55.53,55.892,56.188,51.17,53.108,53.794,54.86,55.477,55.652,55.575,25.979,62.081,-0.35,99.895
680.047,47.186,49.796,54.309,53.588,54.434,55.117,55.418,55.734,55.836,50.469,52.541,54.001,54.79,55.286,55.683,28.095,56.138,50.02,52.427,53.933,54.97,55.54,55.88,56.182,51.172,53.114,53.8,54.856,55.475,55.656,55.573,25.976,62.09,-0.334,99.894
682.703,47.188,49.793,54.315,53.582,54.422,55.121,55.41,55.74,55.836,50.471,52.541,53.986,54.769,55.292,55.661,28.076,56.12,49.996,52.421,53.939,54.964,55.532,55.872,56.172,51.163,53.126,53.798,54.856,55.473,55.636,55.565,25.985,62.072,-0.342,99.895
685.375,47.185,49.789,54.323,53.589,54.436,55.107,55.414,55.736,55.828,50.441,52.537,53.989,54.772,55.286,55.668,28.074,56.143,50.009,52.438,53.938,54.962,55.535,55.882,56.172,51.169,53.108,53.8,54.842,55.469,55.636,55.577,25.96,62.075,-0.319,99.895
688.047,47.156,49.768,54.294,53.576,54.419,55.102,55.412,55.728,55.829,50.431,52.535,53.981,54.766,55.29,55.651,28.074,56.116,50.002,52.404,53.927,54.958,55.52,55.878,56.176,51.159,53.102,53.8,54.858,55.469,55.65,55.569,25.96,62.084,-0.327,99.895
690.719,47.154,49.769,54.304,53.569,54.413,55.09,55.394,55.714,55.824,50.439,52.533,53.984,54.761,55.279,55.649,28.071,56.131,50.009,52.412,53.942,54.964,55.531,55.882,56.172,51.155,53.11,53.798,54.858,55.471,55.64,55.569,25.969,62.066,-0.332,99.894
693.375,47.152,49.77,54.302,53.57,54.397,55.088,55.388,55.728,55.819,50.437,52.523,53.971,54.766,55.29,55.651,28.048,56.152,50.034,52.427,53.943,54.985,55.541,55.881,56.181,51.153,53.11,53.797,54.865,55.469,55.648,55.573,25.989,62.079,-0.35,99.895
696.047,47.144,49.76,54.286,53.558,54.423,55.086,55.412,55.73,55.817,50.433,52.521,53.983,54.75,55.274,55.649,28.038,56.14,50.018,52.423,53.947,54.981,55.531,55.879,56.177,51.157,53.104,53.793,54.863,55.487,55.654,55.569,26.002,62.07,-0.332,99.894
698.719,47.162,49.778,54.297,53.564,54.403,55.1,55.398,55.718,55.821,50.423,52.515,53.961,54.746,55.268,55.645,28.043,56.157,50.04,52.45,53.962,54.987,55.546,55.897,56.185,51.168,53.111,53.801,54.859,55.477,55.634,55.565,26.021,62.063,-0.332,99.895
701.375,47.155,49.766,54.299,53.566,54.415,55.094,55.388,55.714,55.825,50.441,52.519,53.969,54.76,55.286,55.639,28.026,56.149,50.027,52.44,53.967,54.985,55.552,55.895,56.177,51.177,53.123,53.821,54.859,55.477,55.64,55.569,25.989,62.073,-0.339,99.895
704.047,47.173,49.777,54.307,53.561,54.418,55.085,55.41,55.728,55.818,50.444,52.521,53.976,54.765,55.284,55.651,28.019,56.138,50.002,52.407,53.943,54.961,55.539,55.875,56.177,51.153,53.108,53.779,54.861,55.465,55.636,55.569,25.954,62.088,-0.35,99.896
706.719,47.16,49.759,54.306,53.567,54.406,55.075,55.403,55.712,55.816,50.443,52.523,53.981,54.75,55.284,55.639,28.004,56.151,50.03,52.444,53.948,54.991,55.536,55.887,56.179,51.162,53.123,53.787,54.857,55.483,55.644,55.585,25.951,62.07,-0.36,99.895
709.391,47.151,49.767,54.295,53.565,54.398,55.081,55.387,55.72,55.806,50.446,52.508,53.993,54.749,55.28,55.655,28.008,56.164,50.049,52.439,53.972,54.974,55.546,55.913,56.187,51.17,53.109,53.801,54.855,55.477,55.64,55.571,25.93,62.089,-0.343,99.895
712.062,47.143,49.762,54.287,53.562,54.4,55.091,55.409,55.728,55.816,50.442,52.52,53.974,54.745,55.273,55.647,28.008,56.154,50.051,52.465,53.966,54.99,55.548,55.892,56.176,51.162,53.111,53.797,54.857,55.477,55.65,55.575,25.933,62.083,-0.364,99.897
714.734,47.134,49.763,54.282,53.548,54.397,55.096,55.392,55.722,55.81,50.463,52.514,53.984,54.771,55.275,55.659,28.006,56.189,50.056,52.456,53.995,55.001,55.547,55.906,56.178,51.168,53.131,53.805,54.843,55.484,55.65,55.577,25.917,62.08,-0.359,99.896
717.391,47.136,49.765,54.276,53.56,54.403,55.088,55.384,55.714,55.808,50.445,52.523,53.988,54.761,55.271,55.651,28.017,56.177,50.07,52.467,53.963,54.993,55.549,55.906,56.19,51.176,53.121,53.797,54.859,55.472,55.644,55.583,25.879,62.086,-0.367,99.894
720.062,47.155,49.783,54.307,53.588,54.42,55.095,55.391,55.709,55.804,50.455,52.525,53.962,54.749,55.278,55.647,27.996,56.189,50.056,52.475,53.977,54.991,55.557,55.892,56.168,51.16,53.127,53.786,54.845,55.464,55.646,55.569,25.898,62.095,-0.366,99.896
722.719,47.164,49.775,54.302,53.571,54.402,55.089,55.397,55.712,55.82,50.439,52.527,53.965,54.758,55.27,55.649,27.988,56.169,50.06,52.462,53.969,54.993,55.551,55.918,56.192,51.158,53.121,53.799,54.849,55.468,55.644,55.569,25.869,62.067,-0.361,99.894
725.391,47.151,49.779,54.305,53.553,54.42,55.089,55.391,55.714,55.808,50.418,52.521,53.962,54.749,55.266,55.645,28.004,56.173,50.042,52.452,53.947,54.987,55.541,55.904,56.18,51.168,53.101,53.776,54.843,55.46,55.636,55.555,25.901,62.064,-0.336,99.895
728.062,47.139,49.738,54.276,53.548,54.389,55.09,55.382,55.714,55.8,50.423,52.509,53.961,54.737,55.286,55.631,27.981,56.177,50.024,52.43,53.943,54.977,55.539,55.894,56.172,51.143,53.099,53.778,54.829,55.454,55.625,55.573,25.93,62.064,-0.342,99.895
730.734,47.107,49.738,54.266,53.556,54.387,55.071,55.384,55.688,55.796,50.41,52.498,53.948,54.747,55.263,55.634,27.985,56.167,50.032,52.44,53.945,54.995,55.545,55.886,56.184,51.153,53.101,53.78,54.839,55.462,55.63,55.563,25.904,62.083,-0.343,99.895
733.391,47.115,49.744,54.271,53.556,54.388,55.071,55.393,55.705,55.812,50.424,52.51,53.978,54.758,55.257,55.642,27.976,56.177,50.036,52.432,53.949,54.979,55.529,55.882,56.174,51.143,53.092,53.786,54.855,55.458,55.634,55.543,25.914,62.083,-0.338,99.895
736.062,47.132,49.743,54.291,53.547,54.402,55.076,55.403,55.707,55.809,50.418,52.51,53.968,54.75,55.273,55.634,27.978,56.161,50.034,52.448,53.953,54.981,55.543,55.882,56.172,51.16,53.09,53.784,54.839,55.452,55.621,55.543,25.872,62.086,-0.352,99.896
738.734,47.126,49.755,54.283,53.563,54.406,55.097,55.403,55.711,55.815,50.42,52.512,53.959,54.758,55.277,55.644,28.001,56.169,50.028,52.432,53.953,54.971,55.543,55.888,56.168,51.141,53.101,53.78,54.845,55.466,55.623,55.547,25.891,62.052,-0.356,99.895
