Time [s],Ch 1 [C],Ch 2 [C],Ch 3 [C],Ch 4 [C],Ch 5 [C],Ch 6 [C],Ch 7 [C],Ch 8 [C],Ch 9 [C],Ch 10 [C],Ch 11 [C],Ch 12 [C],Ch 13 [C],Ch 14 [C],Ch 15 [C],T_Jet [C],Ch 16 [C],Ch 17 [C],Ch 18 [C],Ch 19 [C],Ch 20 [C],Ch 21 [C],Ch 22 [C],Ch 23 [C],Ch 25 [C],Ch 26 [C],Ch 27 [C],Ch 28 [C],Ch 29 [C],Ch 30 [C],Ch 31 [C],T_ambient [C],T_Heat Flux [C],Heat Flux [W/m^2],P_heater [W]
108.016,47.78,47.805,47.877,47.867,47.899,47.961,47.88,47.883,47.839,47.874,47.855,47.921,47.873,47.846,47.787,27.622,48.093,48.191,48.139,48.141,48.146,48.132,48.007,47.996,47.996,47.961,47.895,47.936,47.907,47.847,47.777,26.257,48.201,-0.832,70.806
112.016,47.823,47.85,47.923,47.874,47.917,47.959,47.894,47.891,47.835,47.905,47.871,47.939,47.869,47.883,47.824,27.611,48.119,48.22,48.172,48.174,48.173,48.156,48.059,48.017,48.027,47.985,47.929,47.985,47.938,47.88,47.81,26.292,48.25,-0.779,79.41
116.016,47.848,47.881,47.964,47.911,47.954,47.987,47.911,47.906,47.864,47.919,47.896,47.964,47.927,47.914,47.859,27.618,48.151,48.253,48.215,48.201,48.222,48.206,48.081,48.072,48.076,48.032,47.942,48.009,47.985,47.914,47.853,26.303,48.308,-0.722,92.205
120.016,47.889,47.93,48.05,47.989,47.997,48.043,47.962,47.955,47.903,47.972,47.941,48.023,47.978,47.986,47.902,27.605,48.194,48.284,48.225,48.259,48.273,48.249,48.137,48.105,48.131,48.088,48.005,48.061,48.057,47.984,47.877,26.284,48.405,-0.655,98.827
124.016,47.963,47.998,48.12,48.028,48.061,48.082,48.007,48.01,47.967,48.026,48.007,48.091,48.06,48.021,47.99,27.609,48.266,48.333,48.308,48.328,48.329,48.317,48.201,48.191,48.193,48.151,48.059,48.122,48.1,48.054,47.941,26.303,48.504,-0.593,99.882
128.016,48.03,48.076,48.198,48.102,48.139,48.166,48.089,48.088,48.016,48.093,48.087,48.167,48.145,48.136,48.054,27.588,48.333,48.426,48.359,48.396,48.411,48.393,48.274,48.271,48.259,48.217,48.114,48.182,48.184,48.107,48.009,26.316,48.626,-0.549,99.878
132.016,48.11,48.152,48.304,48.2,48.225,48.244,48.161,48.158,48.108,48.176,48.157,48.262,48.22,48.2,48.132,27.603,48.399,48.499,48.426,48.478,48.503,48.493,48.367,48.358,48.343,48.287,48.182,48.256,48.277,48.186,48.063,26.283,48.715,-0.499,99.876
136.016,48.193,48.238,48.397,48.282,48.311,48.314,48.225,48.236,48.178,48.247,48.243,48.348,48.303,48.278,48.21,27.594,48.489,48.579,48.529,48.554,48.571,48.557,48.467,48.448,48.437,48.375,48.26,48.357,48.351,48.264,48.11,26.311,48.849,-0.398,99.873
140.016,48.291,48.339,48.481,48.36,48.377,48.392,48.311,48.312,48.244,48.334,48.341,48.442,48.399,48.372,48.298,27.601,48.588,48.67,48.613,48.642,48.661,48.67,48.537,48.539,48.528,48.482,48.361,48.445,48.453,48.344,48.208,26.308,49.008,-0.439,99.871
144.016,48.371,48.435,48.569,48.475,48.484,48.492,48.395,48.402,48.336,48.426,48.42,48.526,48.487,48.458,48.374,27.58,48.676,48.75,48.712,48.735,48.787,48.762,48.65,48.625,48.616,48.568,48.455,48.537,48.531,48.441,48.278,26.298,49.138,-0.408,99.871
148.016,48.457,48.509,48.666,48.566,48.57,48.601,48.516,48.47,48.437,48.506,48.506,48.619,48.582,48.555,48.475,27.582,48.764,48.836,48.782,48.825,48.87,48.852,48.749,48.719,48.717,48.661,48.546,48.634,48.626,48.529,48.367,26.308,49.285,-0.388,99.868
152.016,48.558,48.614,48.769,48.658,48.685,48.702,48.596,48.587,48.517,48.582,48.592,48.699,48.676,48.625,48.563,27.58,48.846,48.933,48.873,48.918,48.951,48.945,48.833,48.81,48.803,48.766,48.652,48.737,48.726,48.599,48.453,26.276,49.422,-0.389,99.867
156.016,48.638,48.708,48.87,48.761,48.778,48.796,48.703,48.688,48.611,48.675,48.672,48.781,48.752,48.735,48.651,27.584,48.926,49.017,48.972,49.017,49.062,49.039,48.942,48.927,48.908,48.849,48.728,48.808,48.813,48.708,48.541,26.267,49.556,-0.365,99.866
160.016,48.741,48.815,48.949,48.848,48.871,48.875,48.779,48.78,48.716,48.767,48.762,48.882,48.848,48.83,48.744,27.592,49.027,49.124,49.071,49.103,49.15,49.14,49.032,49.011,48.997,48.948,48.831,48.909,48.903,48.792,48.623,26.279,49.696,-0.351,99.866
164.016,48.833,48.906,49.052,48.949,48.952,48.976,48.891,48.87,48.796,48.861,48.874,48.967,48.939,48.918,48.844,27.565,49.108,49.203,49.16,49.202,49.243,49.235,49.137,49.106,49.104,49.037,48.925,48.994,48.984,48.861,48.697,26.283,49.833,-0.352,99.864
168.016,48.93,48.992,49.143,49.038,49.047,49.069,48.977,48.962,48.895,48.953,48.961,49.07,49.02,48.999,48.924,27.575,49.193,49.308,49.252,49.287,49.328,49.328,49.218,49.203,49.18,49.132,49.004,49.089,49.087,48.978,48.781,26.267,49.977,-0.298,99.863
172.016,49.029,49.079,49.237,49.131,49.137,49.144,49.054,49.041,48.976,49.034,49.034,49.163,49.125,49.086,48.999,27.573,49.294,49.407,49.351,49.386,49.427,49.429,49.303,49.296,49.279,49.224,49.097,49.184,49.17,49.06,48.863,26.286,50.111,-0.298,99.861
176.016,49.103,49.18,49.32,49.226,49.238,49.236,49.159,49.144,49.075,49.139,49.139,49.252,49.213,49.187,49.08,27.569,49.36,49.477,49.416,49.481,49.518,49.51,49.398,49.395,49.364,49.317,49.2,49.265,49.267,49.139,48.961,26.248,50.241,-0.288,99.859
180.016,49.2,49.267,49.409,49.317,49.317,49.323,49.23,49.229,49.154,49.234,49.237,49.365,49.316,49.286,49.205,27.561,49.473,49.572,49.515,49.58,49.625,49.612,49.511,49.471,49.455,49.39,49.281,49.369,49.367,49.228,49.04,26.232,50.397,-0.285,99.858
184.016,49.285,49.346,49.512,49.405,49.43,49.442,49.329,49.33,49.263,49.321,49.312,49.445,49.391,49.362,49.277,27.557,49.556,49.639,49.595,49.658,49.717,49.703,49.599,49.58,49.548,49.501,49.373,49.462,49.458,49.327,49.137,26.248,50.519,-0.263,99.857
188.016,49.402,49.459,49.619,49.514,49.531,49.529,49.427,49.416,49.365,49.405,49.403,49.536,49.494,49.475,49.39,27.557,49.643,49.76,49.704,49.751,49.806,49.8,49.686,49.663,49.653,49.582,49.474,49.563,49.553,49.414,49.24,26.241,50.659,-0.254,99.857
192.016,49.489,49.539,49.706,49.593,49.616,49.644,49.536,49.521,49.444,49.49,49.5,49.619,49.585,49.552,49.465,27.544,49.733,49.841,49.799,49.846,49.899,49.879,49.793,49.768,49.733,49.709,49.563,49.668,49.636,49.512,49.302,26.229,50.799,-0.242,99.855
196.016,49.573,49.636,49.792,49.694,49.708,49.719,49.619,49.598,49.519,49.599,49.595,49.714,49.657,49.659,49.558,27.559,49.824,49.962,49.89,49.945,49.998,49.988,49.874,49.857,49.85,49.798,49.664,49.749,49.741,49.609,49.407,26.216,50.889,-0.222,99.853
200.016,49.672,49.743,49.891,49.789,49.801,49.83,49.722,49.693,49.616,49.69,49.694,49.811,49.772,49.738,49.643,27.561,49.929,50.048,49.985,50.05,50.07,50.089,49.973,49.958,49.925,49.882,49.755,49.842,49.83,49.69,49.496,26.213,51.055,-0.217,99.851
204.016,49.779,49.846,49.988,49.914,49.914,49.906,49.805,49.794,49.713,49.791,49.786,49.904,49.851,49.828,49.772,27.544,50.056,50.143,50.078,50.143,50.188,50.196,50.07,50.059,50.018,49.969,49.862,49.937,49.92,49.799,49.603,26.229,51.161,-0.206,99.85
208.016,49.882,49.939,50.091,49.986,49.995,50.005,49.914,49.899,49.819,49.865,49.865,50.006,49.96,49.943,49.844,27.544,50.127,50.246,50.195,50.245,50.28,50.27,50.185,50.156,50.123,50.08,49.94,50.015,50.021,49.888,49.692,26.222,51.273,-0.216,99.847
212.016,49.963,50.032,50.182,50.077,50.094,50.106,49.998,50.004,49.916,49.987,50.006,50.093,50.053,50.022,49.947,27.523,50.226,50.347,50.288,50.326,50.383,50.365,50.279,50.258,50.224,50.165,50.059,50.122,50.124,49.979,49.779,26.229,51.435,-0.216,99.847
216.016,50.082,50.141,50.269,50.176,50.191,50.207,50.103,50.086,50.019,50.067,50.083,50.194,50.164,50.131,50.042,27.54,50.307,50.45,50.382,50.437,50.468,50.462,50.366,50.349,50.331,50.284,50.142,50.239,50.211,50.085,49.869,26.213,51.575,-0.191,99.845
220.016,50.169,50.223,50.378,50.269,50.304,50.302,50.228,50.191,50.098,50.178,50.18,50.303,50.267,50.224,50.123,27.531,50.403,50.541,50.475,50.522,50.559,50.561,50.473,50.458,50.431,50.387,50.249,50.328,50.304,50.18,49.984,26.232,51.681,-0.181,99.844
224.016,50.255,50.322,50.482,50.372,50.386,50.403,50.301,50.278,50.197,50.277,50.279,50.394,50.364,50.317,50.224,27.525,50.488,50.642,50.58,50.625,50.67,50.678,50.564,50.555,50.52,50.473,50.36,50.429,50.403,50.267,50.069,26.267,51.799,-0.177,99.843
228.016,50.348,50.423,50.579,50.477,50.485,50.494,50.414,50.385,50.298,50.374,50.378,50.493,50.444,50.414,50.319,27.531,50.599,50.728,50.673,50.72,50.765,50.779,50.665,50.632,50.631,50.57,50.467,50.522,50.504,50.392,50.17,26.244,51.939,-0.169,99.839
232.016,50.455,50.522,50.68,50.564,50.576,50.594,50.477,50.46,50.376,50.477,50.472,50.594,50.543,50.519,50.413,27.521,50.69,50.827,50.774,50.829,50.861,50.862,50.758,50.725,50.73,50.667,50.546,50.629,50.614,50.467,50.259,26.257,52.036,-0.161,99.839
236.016,50.564,50.615,50.763,50.675,50.671,50.685,50.592,50.569,50.493,50.547,50.555,50.678,50.624,50.603,50.508,27.525,50.779,50.928,50.869,50.915,50.94,50.954,50.856,50.834,50.829,50.778,50.647,50.725,50.707,50.572,50.346,26.26,52.145,-0.161,99.838
240.016,50.665,50.724,50.868,50.761,50.778,50.772,50.685,50.653,50.57,50.665,50.65,50.771,50.735,50.69,50.609,27.527,50.89,51.025,50.968,51.024,51.071,51.065,50.961,50.928,50.934,50.871,50.739,50.82,50.806,50.669,50.453,26.276,52.292,-0.162,99.837
244.016,50.754,50.823,50.975,50.842,50.854,50.869,50.761,50.75,50.669,50.741,50.755,50.858,50.826,50.779,50.688,27.508,50.966,51.144,51.066,51.121,51.168,51.16,51.044,51.033,51.017,50.976,50.854,50.919,50.907,50.765,50.541,26.27,52.432,-0.138,99.834
248.016,50.847,50.919,51.062,50.961,50.965,50.966,50.86,50.859,50.78,50.854,50.854,50.977,50.916,50.89,50.795,27.508,51.065,51.211,51.163,51.22,51.271,51.253,51.149,51.128,51.114,51.071,50.943,51.024,50.978,50.848,50.632,26.264,52.51,-0.145,99.834
252.016,50.939,51.016,51.171,51.046,51.06,51.069,50.983,50.96,50.883,50.963,50.957,51.062,51.017,50.997,50.904,27.504,51.172,51.32,51.258,51.323,51.362,51.362,51.24,51.225,51.222,51.168,51.054,51.113,51.087,50.943,50.723,26.283,52.653,-0.139,99.831
256.016,51.048,51.117,51.263,51.155,51.169,51.161,51.096,51.073,50.978,51.04,51.06,51.165,51.114,51.081,50.995,27.5,51.265,51.427,51.371,51.41,51.457,51.437,51.355,51.328,51.325,51.273,51.145,51.218,51.198,51.038,50.834,26.279,52.768,-0.137,99.831
260.016,51.163,51.212,51.36,51.254,51.272,51.285,51.167,51.154,51.081,51.141,51.154,51.278,51.221,51.188,51.106,27.506,51.354,51.529,51.478,51.531,51.564,51.558,51.456,51.431,51.418,51.367,51.222,51.305,51.274,51.135,50.919,26.298,52.862,-0.122,99.829
264.016,51.252,51.305,51.455,51.342,51.365,51.377,51.266,51.228,51.143,51.256,51.243,51.356,51.32,51.283,51.194,27.493,51.451,51.618,51.561,51.618,51.65,51.642,51.541,51.518,51.509,51.456,51.321,51.397,51.389,51.25,51.026,26.273,52.986,-0.108,99.827
268.016,51.343,51.424,51.548,51.449,51.476,51.47,51.369,51.337,51.262,51.338,51.354,51.457,51.417,51.392,51.289,27.491,51.56,51.707,51.67,51.714,51.735,51.737,51.635,51.622,51.608,51.549,51.407,51.498,51.49,51.347,51.106,26.244,53.095,-0.11,99.826
272.016,51.45,51.515,51.643,51.54,51.559,51.559,51.467,51.434,51.355,51.455,51.445,51.562,51.522,51.479,51.374,27.498,51.662,51.832,51.779,51.809,51.844,51.834,51.736,51.719,51.711,51.668,51.518,51.599,51.591,51.433,51.207,26.229,53.223,-0.091,99.825
276.016,51.537,51.599,51.756,51.639,51.645,51.65,51.546,51.529,51.436,51.534,51.548,51.669,51.615,51.576,51.477,27.504,51.749,51.905,51.859,51.896,51.955,51.931,51.819,51.792,51.804,51.749,51.619,51.71,51.67,51.526,51.316,26.238,53.317,-0.067,99.824
280.016,51.634,51.706,51.863,51.738,51.756,51.755,51.657,51.63,51.547,51.649,51.641,51.758,51.709,51.665,51.58,27.5,51.85,52.002,51.96,52.005,52.044,52.04,51.922,51.917,51.898,51.836,51.696,51.779,51.769,51.627,51.401,26.235,53.457,-0.081,99.821
284.016,51.753,51.827,51.947,51.837,51.833,51.856,51.754,51.731,51.636,51.754,51.756,51.873,51.796,51.766,51.673,27.5,51.949,52.117,52.049,52.11,52.133,52.139,52.033,52.016,51.987,51.955,51.795,51.872,51.88,51.732,51.496,26.244,53.56,-0.057,99.821
288.016,51.856,51.91,52.044,51.938,51.946,51.959,51.861,51.826,51.74,51.841,51.849,51.972,51.895,51.856,51.769,27.481,52.04,52.199,52.146,52.205,52.248,52.23,52.138,52.115,52.108,52.049,51.904,51.991,51.962,51.827,51.605,26.213,53.656,-0.087,99.818
292.016,51.952,51.985,52.151,52.053,52.047,52.057,51.956,51.906,51.843,51.948,51.937,52.061,52.012,51.975,51.864,27.481,52.145,52.312,52.255,52.316,52.345,52.335,52.237,52.202,52.211,52.152,52.005,52.092,52.073,51.926,51.696,26.219,53.79,-0.065,99.817
296.016,52.049,52.112,52.262,52.148,52.15,52.164,52.057,52.032,51.952,52.035,52.042,52.161,52.093,52.068,51.965,27.481,52.236,52.403,52.362,52.394,52.431,52.433,52.325,52.302,52.296,52.249,52.116,52.188,52.174,52.021,51.79,26.209,53.893,-0.062,99.815
300.016,52.144,52.197,52.351,52.244,52.249,52.247,52.133,52.126,52.037,52.131,52.131,52.242,52.198,52.167,52.06,27.472,52.316,52.52,52.453,52.507,52.534,52.538,52.414,52.393,52.399,52.328,52.192,52.291,52.273,52.125,51.891,26.222,54.018,-0.07,99.815
304.016,52.229,52.298,52.464,52.345,52.348,52.344,52.236,52.209,52.128,52.226,52.222,52.359,52.289,52.258,52.169,27.472,52.439,52.611,52.55,52.61,52.635,52.629,52.509,52.494,52.471,52.437,52.307,52.388,52.362,52.212,51.99,26.194,54.111,-0.082,99.814
308.016,52.318,52.398,52.545,52.428,52.447,52.437,52.335,52.302,52.223,52.319,52.329,52.436,52.385,52.359,52.264,27.466,52.534,52.69,52.64,52.693,52.74,52.734,52.628,52.599,52.576,52.536,52.388,52.473,52.459,52.301,52.081,26.184,54.22,-0.073,99.813
312.016,52.423,52.491,52.648,52.525,52.531,52.524,52.438,52.411,52.34,52.426,52.418,52.533,52.494,52.452,52.367,27.464,52.649,52.797,52.755,52.794,52.843,52.825,52.729,52.69,52.693,52.637,52.495,52.574,52.556,52.412,52.168,26.187,54.32,-0.067,99.811
316.016,51.335,52.271,52.69,52.593,52.602,52.641,52.533,52.524,52.441,52.378,52.478,52.628,52.593,52.555,52.455,27.411,52.742,52.605,52.745,52.855,52.946,52.934,52.826,52.801,52.578,52.671,52.6,52.699,52.659,52.509,52.273,26.181,54.448,-0.062,99.809
320.016,50.405,51.666,52.644,52.442,52.539,52.614,52.517,52.558,52.473,51.843,52.208,52.47,52.515,52.518,52.457,27.304,52.749,51.899,52.404,52.679,52.829,52.877,52.804,52.801,51.934,52.356,52.368,52.582,52.596,52.478,52.292,26.189,54.555,-0.058,99.808
324.016,49.438,51.02,52.502,52.19,52.384,52.528,52.464,52.532,52.483,51.32,51.917,52.295,52.383,52.472,52.429,27.218,52.732,51.32,52.033,52.463,52.69,52.784,52.755,52.78,51.46,52.092,52.198,52.481,52.553,52.472,52.29,26.189,54.658,-0.039,99.807
328.016,48.8,50.591,52.391,52.03,52.299,52.499,52.46,52.526,52.499,50.927,51.703,52.18,52.347,52.427,52.429,27.194,52.756,50.888,51.777,52.31,52.607,52.74,52.741,52.781,51.087,51.864,52.051,52.41,52.529,52.448,52.289,26.213,54.765,-0.049,99.806
332.016,48.305,50.241,52.298,51.881,52.212,52.447,52.452,52.542,52.505,50.604,51.526,52.091,52.291,52.437,52.415,27.148,52.77,50.539,51.565,52.187,52.548,52.706,52.729,52.791,50.797,51.696,51.95,52.346,52.513,52.44,52.297,26.2,54.868,-0.048,99.805
336.016,47.876,49.933,52.19,51.75,52.14,52.402,52.424,52.54,52.527,50.301,51.344,51.986,52.24,52.395,52.431,27.114,52.784,50.222,51.349,52.068,52.472,52.678,52.721,52.793,50.534,51.529,51.811,52.275,52.487,52.436,52.309,26.194,54.965,-0.049,99.803
340.016,47.605,49.719,52.113,51.641,52.061,52.374,52.418,52.542,52.542,50.079,51.199,51.905,52.208,52.387,52.447,27.11,52.805,50.016,51.202,51.963,52.423,52.659,52.727,52.813,50.379,51.406,51.736,52.239,52.463,52.44,52.313,26.203,55.049,-0.019,99.804
344.016,47.449,49.58,52.048,51.583,52.029,52.35,52.428,52.562,52.548,49.924,51.086,51.859,52.178,52.385,52.453,27.098,52.817,49.853,51.062,51.88,52.397,52.641,52.721,52.819,50.258,51.317,51.664,52.205,52.479,52.458,52.309,26.19,55.155,-0.039,99.803
348.016,47.316,49.477,52.006,51.51,51.997,52.346,52.424,52.574,52.586,49.795,50.991,51.804,52.155,52.361,52.476,27.072,52.835,49.73,50.968,51.817,52.363,52.629,52.733,52.837,50.137,51.24,51.615,52.166,52.469,52.456,52.331,26.216,55.255,-0.036,99.803
352.016,47.209,49.406,51.962,51.463,51.96,52.332,52.428,52.588,52.586,49.668,50.912,51.75,52.133,52.375,52.472,27.062,52.837,49.619,50.877,51.787,52.339,52.613,52.741,52.837,50.066,51.18,51.553,52.144,52.445,52.468,52.331,26.225,55.339,-0.035,99.803
356.016,47.121,49.313,51.935,51.419,51.944,52.328,52.418,52.599,52.606,49.565,50.856,51.711,52.127,52.367,52.466,27.06,52.863,49.534,50.806,51.725,52.296,52.607,52.749,52.878,49.99,51.129,51.518,52.118,52.455,52.462,52.355,26.232,55.429,-0.006,99.801
360.016,47.034,49.265,51.907,51.405,51.9,52.304,52.414,52.601,52.612,49.494,50.789,51.689,52.103,52.345,52.486,27.036,52.871,49.469,50.762,51.7,52.29,52.605,52.747,52.894,49.931,51.077,51.476,52.09,52.431,52.471,52.357,26.222,55.526,-0.033,99.799
364.016,46.997,49.235,51.881,51.348,51.89,52.308,52.434,52.621,52.646,49.446,50.733,51.659,52.079,52.355,52.482,27.034,52.889,49.415,50.703,51.654,52.276,52.591,52.747,52.902,49.905,51.045,51.448,52.1,52.433,52.475,52.376,26.232,55.635,-0.033,99.799
