Time [s],Ch 1 [C],Ch 2 [C],Ch 3 [C],Ch 4 [C],Ch 5 [C],Ch 6 [C],Ch 7 [C],Ch 8 [C],Ch 9 [C],Ch 10 [C],Ch 11 [C],Ch 12 [C],Ch 13 [C],Ch 14 [C],Ch 15 [C],T_Jet [C],Ch 16 [C],Ch 17 [C],Ch 18 [C],Ch 19 [C],Ch 20 [C],Ch 21 [C],Ch 22 [C],Ch 23 [C],Ch 25 [C],Ch 26 [C],Ch 27 [C],Ch 28 [C],Ch 29 [C],Ch 30 [C],Ch 31 [C],T_ambient [C],T_Heat Flux [C],Heat Flux [W/m^2],P_heater [W]
1196.031,49.593,52.276,55.561,54.901,55.585,56.163,56.372,56.627,56.68,52.44,54.115,55.361,55.982,56.387,56.633,25.33,57.022,52.369,53.992,55.24,56.105,56.602,56.887,57.103,53.156,54.614,55.12,56.014,56.511,56.613,56.518,26.076,62.272,-0.276,99.723
1200.031,49.599,52.294,55.577,54.915,55.623,56.174,56.388,56.631,56.699,52.459,54.129,55.371,55.98,56.406,56.659,25.33,57.03,52.386,54.012,55.252,56.115,56.627,56.889,57.114,53.178,54.626,55.144,56.014,56.523,56.627,56.532,26.083,62.275,-0.285,99.724
1204.031,49.622,52.322,55.609,54.955,55.643,56.203,56.408,56.657,56.722,52.476,54.142,55.389,56.004,56.415,56.657,25.328,57.059,52.409,54.037,55.28,56.119,56.65,56.919,57.141,53.184,54.62,55.146,56.04,56.541,56.637,56.556,26.083,62.315,-0.275,99.723
1208.031,49.607,52.33,55.614,54.942,55.656,56.208,56.422,56.659,56.729,52.497,54.169,55.399,56.023,56.438,56.688,25.326,57.105,52.457,54.069,55.32,56.177,56.683,56.944,57.166,53.217,54.663,55.189,56.056,56.58,56.664,56.561,26.063,62.315,-0.29,99.722
1212.031,49.615,52.317,55.623,54.964,55.652,56.212,56.429,56.678,56.743,52.489,54.176,55.42,56.043,56.454,56.7,25.309,57.097,52.445,54.069,55.309,56.162,56.686,56.969,57.171,53.217,54.651,55.183,56.072,56.577,56.671,56.575,26.084,62.329,-0.278,99.722
1216.031,49.628,52.335,55.642,54.988,55.67,56.236,56.452,56.708,56.761,52.519,54.181,55.433,56.063,56.472,56.714,25.303,57.125,52.452,54.093,55.327,56.188,56.7,56.961,57.201,53.24,54.667,55.216,56.086,56.587,56.697,56.602,26.09,62.363,-0.306,99.723
1220.031,49.658,52.357,55.656,55.006,55.688,56.26,56.475,56.732,56.777,52.531,54.21,55.439,56.081,56.482,56.736,25.292,57.124,52.463,54.09,55.326,56.195,56.695,56.967,57.196,53.252,54.682,55.212,56.095,56.589,56.704,56.59,26.07,62.368,-0.238,99.723
1224.031,49.684,52.379,55.678,55.008,55.712,56.276,56.495,56.732,56.793,52.561,54.222,55.478,56.087,56.515,56.754,25.298,57.14,52.48,54.108,55.352,56.211,56.719,56.993,57.204,53.252,54.698,55.22,56.107,56.601,56.702,56.624,26.076,62.384,-0.283,99.722
1228.031,49.68,52.397,55.692,55.039,55.722,56.307,56.503,56.764,56.812,52.561,54.232,55.496,56.097,56.511,56.772,25.288,57.135,52.466,54.109,55.347,56.22,56.729,57.004,57.229,53.242,54.711,55.253,56.129,56.624,56.732,56.645,26.086,62.421,-0.277,99.723
1232.031,49.675,52.374,55.697,55.031,55.725,56.269,56.507,56.748,56.824,52.566,54.23,55.486,56.114,56.529,56.774,25.288,57.162,52.5,54.134,55.391,56.248,56.748,57,57.231,53.273,54.721,55.253,56.134,56.638,56.714,56.627,26.026,62.416,-0.271,99.721
1236.031,49.675,52.394,55.705,55.041,55.747,56.305,56.522,56.777,56.832,52.57,54.264,55.508,56.126,56.539,56.793,25.263,57.221,52.541,54.178,55.423,56.274,56.778,57.061,57.276,53.292,54.732,55.276,56.136,56.644,56.765,56.635,26.03,62.435,-0.278,99.72
1240.031,49.697,52.41,55.724,55.069,55.757,56.317,56.552,56.801,56.842,52.594,54.266,55.52,56.14,56.573,56.821,25.265,57.212,52.525,54.158,55.413,56.266,56.781,57.064,57.287,53.303,54.749,55.277,56.158,56.656,56.762,56.669,26.047,62.464,-0.299,99.721
1244.031,49.709,52.43,55.73,55.071,55.781,56.346,56.548,56.809,56.866,52.606,54.289,55.541,56.15,56.575,56.809,25.25,57.213,52.54,54.177,55.431,56.278,56.8,57.073,57.281,53.309,54.751,55.283,56.17,56.687,56.773,56.676,26.039,62.447,-0.291,99.72
1248.031,49.721,52.449,55.762,55.092,55.805,56.356,56.564,56.821,56.895,52.618,54.305,55.537,56.172,56.599,56.833,25.254,57.205,52.52,54.156,55.405,56.272,56.799,57.072,57.294,53.312,54.746,55.298,56.185,56.697,56.783,56.688,26.038,62.486,-0.303,99.722
1252.031,49.732,52.451,55.768,55.122,55.807,56.374,56.58,56.835,56.899,52.638,54.317,55.551,56.18,56.607,56.839,25.242,57.249,52.574,54.217,55.464,56.327,56.832,57.099,57.318,53.333,54.796,55.336,56.198,56.713,56.805,56.702,26.042,62.505,-0.298,99.721
1256.031,49.76,52.477,55.784,55.132,55.826,56.394,56.606,56.872,56.915,52.657,54.341,55.577,56.196,56.619,56.859,25.25,57.283,52.592,54.235,55.48,56.337,56.84,57.107,57.33,53.366,54.796,55.34,56.213,56.72,56.82,56.717,26.053,62.504,-0.293,99.72
1260.031,49.764,52.471,55.812,55.14,55.84,56.408,56.62,56.882,56.931,52.659,54.343,55.597,56.227,56.632,56.887,25.239,57.264,52.592,54.228,55.474,56.334,56.853,57.116,57.358,53.37,54.812,55.344,56.239,56.735,56.836,56.741,26.045,62.542,-0.293,99.719
1264.031,49.782,52.491,55.818,55.16,55.872,56.418,56.647,56.884,56.941,52.669,54.367,55.599,56.239,56.654,56.908,25.229,57.263,52.592,54.229,55.505,56.348,56.863,57.15,57.37,53.39,54.84,55.37,56.256,56.765,56.867,56.768,26.021,62.569,-0.295,99.72
1268.031,49.788,52.509,55.839,55.172,55.872,56.44,56.643,56.894,56.959,52.693,54.373,55.627,56.257,56.686,56.906,25.225,57.312,52.599,54.266,55.502,56.369,56.911,57.162,57.394,53.412,54.844,55.394,56.281,56.785,56.887,56.782,26.048,62.585,-0.289,99.72
1272.031,49.816,52.531,55.855,55.201,55.9,56.459,56.663,56.916,56.977,52.693,54.391,55.637,56.265,56.68,56.942,25.233,57.33,52.641,54.272,55.552,56.399,56.925,57.201,57.43,53.422,54.864,55.406,56.293,56.807,56.897,56.812,26.051,62.588,-0.281,99.718
1276.031,49.806,52.55,55.853,55.207,55.896,56.459,56.699,56.94,57.002,52.715,54.404,55.666,56.275,56.706,56.958,25.21,57.333,52.638,54.289,55.553,56.42,56.925,57.196,57.412,53.438,54.894,55.428,56.313,56.821,56.923,56.818,26.016,62.629,-0.282,99.718
1280.031,49.838,52.556,55.879,55.213,55.926,56.479,56.709,56.962,57.01,52.737,54.424,55.672,56.307,56.726,56.97,25.193,57.332,52.647,54.287,55.538,56.417,56.926,57.219,57.427,53.446,54.895,55.433,56.319,56.825,56.93,56.82,26.025,62.625,-0.279,99.72
1284.031,49.838,52.576,55.903,55.241,55.935,56.501,56.733,56.976,57.03,52.757,54.45,55.704,56.315,56.73,56.982,25.189,57.333,52.654,54.302,55.565,56.423,56.944,57.215,57.429,53.451,54.907,55.457,56.335,56.836,56.956,56.857,26.021,62.662,-0.294,99.72
1288.031,49.853,52.582,55.913,55.247,55.947,56.503,56.731,56.976,57.044,52.759,54.438,55.704,56.328,56.761,57.009,25.189,57.339,52.66,54.305,55.569,56.42,56.957,57.226,57.442,53.462,54.914,55.444,56.34,56.845,56.949,56.854,25.996,62.643,-0.287,99.719
1292.031,49.855,52.588,55.931,55.263,55.955,56.519,56.742,57.003,57.046,52.78,54.482,55.716,56.35,56.763,57.019,25.191,57.367,52.678,54.31,55.567,56.448,56.969,57.232,57.458,53.46,54.918,55.46,56.347,56.849,56.967,56.856,26.024,62.671,-0.281,99.717
1296.031,49.867,52.596,55.944,55.295,55.975,56.539,56.756,57.033,57.07,52.786,54.478,55.718,56.354,56.779,57.031,25.183,57.442,52.727,54.38,55.625,56.492,57.02,57.287,57.495,53.499,54.935,55.491,56.366,56.867,56.969,56.868,25.999,62.674,-0.298,99.719
1300.031,49.895,52.614,55.96,55.285,55.983,56.559,56.77,57.033,57.082,52.806,54.49,55.759,56.384,56.787,57.039,25.189,57.451,52.722,54.383,55.654,56.503,57.02,57.297,57.511,53.505,54.945,55.499,56.394,56.902,57.005,56.914,26.005,62.72,-0.284,99.718
1304.031,49.907,52.624,55.97,55.295,56.003,56.561,56.796,57.037,57.088,52.806,54.512,55.769,56.4,56.831,57.061,25.18,57.411,52.72,54.368,55.639,56.499,57.031,57.321,57.535,53.519,54.983,55.525,56.408,56.932,57.018,56.923,26.051,62.732,-0.292,99.717
1308.031,49.905,52.64,55.98,55.309,56.027,56.602,56.808,57.053,57.125,52.82,54.506,55.765,56.392,56.823,57.079,25.166,57.39,52.697,54.349,55.599,56.499,57.028,57.302,57.527,53.51,54.98,55.532,56.42,56.935,57.037,56.949,26.037,62.743,-0.264,99.718
1312.031,49.913,52.642,55.99,55.33,56.031,56.594,56.832,57.081,57.141,52.83,54.523,55.779,56.412,56.837,57.083,25.157,57.417,52.706,54.368,55.634,56.513,57.044,57.31,57.544,53.53,54.992,55.536,56.444,56.936,57.051,56.959,26.048,62.787,-0.283,99.718
1316.031,49.925,52.654,56.004,55.336,56.048,56.616,56.834,57.083,57.143,52.838,54.535,55.797,56.418,56.856,57.103,25.159,57.454,52.727,54.407,55.666,56.532,57.055,57.342,57.568,53.546,55.028,55.56,56.454,56.958,57.065,56.973,26.06,62.777,-0.252,99.717
1320.031,49.933,52.679,56.01,55.362,56.074,56.63,56.865,57.106,57.173,52.858,54.553,55.809,56.445,56.866,57.117,25.149,57.449,52.74,54.396,55.67,56.547,57.06,57.338,57.558,53.562,55.014,55.576,56.47,56.973,57.097,56.98,26.073,62.808,-0.284,99.718
1324.031,49.941,52.695,56.034,55.376,56.08,56.638,56.859,57.118,57.175,52.856,54.563,55.817,56.447,56.874,57.132,25.162,57.451,52.734,54.409,55.676,56.543,57.066,57.367,57.583,53.562,55.028,55.582,56.478,56.989,57.093,56.996,26.051,62.815,-0.283,99.717
1328.031,49.951,52.701,56.05,55.384,56.092,56.646,56.867,57.122,57.189,52.864,54.571,55.835,56.459,56.878,57.138,25.162,57.494,52.797,54.447,55.706,56.587,57.104,57.368,57.613,53.584,55.04,55.589,56.495,56.991,57.098,56.995,26.055,62.825,-0.274,99.718
1332.031,49.982,52.719,56.065,55.392,56.1,56.672,56.885,57.146,57.195,52.893,54.585,55.841,56.475,56.898,57.144,25.149,57.535,52.802,54.465,55.733,56.602,57.102,57.372,57.613,53.595,55.067,55.607,56.496,57.006,57.123,57.013,26.053,62.823,-0.284,99.717
1336.031,49.992,52.741,56.075,55.41,56.116,56.685,56.911,57.156,57.22,52.913,54.619,55.868,56.491,56.926,57.178,25.13,57.522,52.813,54.478,55.732,56.597,57.127,57.401,57.63,53.611,55.077,55.615,56.534,57.028,57.137,57.023,26.06,62.854,-0.281,99.716
1340.031,49.992,52.757,56.099,55.418,56.138,56.697,56.911,57.176,57.232,52.923,54.632,55.88,56.519,56.948,57.174,25.14,57.523,52.808,54.464,55.737,56.615,57.141,57.433,57.662,53.621,55.077,55.611,56.546,57.044,57.142,57.043,26.048,62.884,-0.28,99.716
1344.031,50.004,52.765,56.103,55.445,56.146,56.723,56.929,57.194,57.264,52.937,54.648,55.886,56.521,56.952,57.216,25.128,57.571,52.848,54.505,55.767,56.648,57.164,57.445,57.679,53.651,55.109,55.645,56.54,57.054,57.159,57.049,26.035,62.902,-0.278,99.716
1348.031,50.002,52.757,56.127,55.447,56.157,56.733,56.953,57.202,57.266,52.919,54.636,55.904,56.539,56.961,57.2,25.115,57.568,52.837,54.516,55.77,56.645,57.172,57.445,57.684,53.639,55.115,55.649,56.564,57.056,57.172,57.075,26.052,62.905,-0.291,99.715
1352.031,50.022,52.784,56.137,55.473,56.181,56.747,56.968,57.223,57.284,52.959,54.66,55.924,56.562,56.993,57.237,25.126,57.603,52.874,54.547,55.804,56.663,57.183,57.467,57.692,53.669,55.124,55.65,56.553,57.059,57.169,57.068,26.02,62.899,-0.279,99.716
1356.031,50.034,52.796,56.143,55.491,56.197,56.767,56.98,57.229,57.298,52.981,54.684,55.946,56.566,57.001,57.249,25.113,57.631,52.894,54.561,55.82,56.683,57.201,57.475,57.708,53.675,55.15,55.7,56.567,57.073,57.194,57.088,26.023,62.93,-0.294,99.713
1360.031,50.054,52.826,56.172,55.505,56.215,56.775,56.998,57.255,57.308,52.985,54.706,55.974,56.596,57.025,57.275,25.1,57.665,52.928,54.585,55.852,56.723,57.232,57.499,57.722,53.687,55.152,55.698,56.583,57.102,57.198,57.092,26.046,62.952,-0.287,99.716
1364.031,50.073,52.83,56.186,55.527,56.225,56.8,57.016,57.277,57.335,53.008,54.708,55.974,56.606,57.039,57.277,25.103,57.654,52.927,54.572,55.843,56.712,57.23,57.502,57.723,53.674,55.148,55.703,56.598,57.104,57.21,57.097,26.034,62.944,-0.283,99.714
1368.031,50.083,52.828,56.188,55.525,56.231,56.822,57.026,57.285,57.345,53.022,54.722,55.985,56.62,57.039,57.303,25.088,57.657,52.924,54.572,55.857,56.716,57.248,57.518,57.743,53.7,55.171,55.721,56.611,57.112,57.22,57.127,26.057,62.954,-0.291,99.715
1372.031,50.081,52.854,56.214,55.531,56.243,56.822,57.046,57.285,57.359,53.04,54.747,56.007,56.638,57.055,57.317,25.096,57.668,52.914,54.605,55.862,56.743,57.252,57.528,57.773,53.714,55.2,55.724,56.633,57.139,57.25,57.148,26.079,63.015,-0.302,99.713
1376.031,50.087,52.86,56.218,55.568,56.265,56.842,57.054,57.301,57.377,53.04,54.759,56.023,56.654,57.084,57.335,25.079,57.675,52.909,54.598,55.864,56.737,57.27,57.547,57.763,53.728,55.192,55.745,56.633,57.16,57.272,57.171,26.079,63.003,-0.286,99.715
1380.031,50.109,52.866,56.232,55.566,56.274,56.852,57.074,57.334,57.383,53.066,54.775,56.045,56.675,57.088,57.341,25.067,57.657,52.924,54.602,55.854,56.755,57.281,57.555,57.793,53.734,55.202,55.763,56.661,57.185,57.292,57.186,26.095,63.016,-0.285,99.714
1384.031,50.103,52.874,56.254,55.582,56.288,56.856,57.089,57.344,57.391,53.058,54.771,56.047,56.677,57.088,57.36,25.071,57.696,52.92,54.61,55.885,56.755,57.291,57.563,57.81,53.738,55.22,55.761,56.679,57.183,57.288,57.2,26.083,63.029,-0.285,99.713
1388.031,50.125,52.887,56.258,55.592,56.294,56.868,57.093,57.346,57.405,53.07,54.785,56.051,56.687,57.126,57.384,25.069,57.697,52.941,54.624,55.899,56.779,57.303,57.577,57.818,53.759,55.243,55.799,56.68,57.192,57.308,57.209,26.092,63.059,-0.285,99.713
1392.031,50.135,52.887,56.276,55.6,56.316,56.88,57.103,57.362,57.441,53.068,54.801,56.063,56.705,57.138,57.392,25.054,57.711,52.963,54.632,55.913,56.792,57.299,57.595,57.822,53.779,55.235,55.795,56.698,57.206,57.329,57.22,26.068,63.061,-0.284,99.713
1396.031,50.139,52.923,56.281,55.616,56.324,56.919,57.131,57.404,57.454,53.098,54.815,56.096,56.703,57.14,57.386,25.052,57.723,52.98,54.652,55.923,56.804,57.331,57.605,57.83,53.799,55.267,55.811,56.71,57.224,57.338,57.245,26.092,63.108,-0.283,99.712
1400.031,50.169,52.938,56.313,55.636,56.348,56.919,57.157,57.416,57.472,53.113,54.817,56.104,56.733,57.153,57.411,25.046,57.726,52.983,54.655,55.933,56.816,57.351,57.636,57.848,53.805,55.293,55.845,56.741,57.258,57.382,57.275,26.1,63.123,-0.284,99.712
1404.031,50.175,52.951,56.327,55.657,56.368,56.939,57.169,57.422,57.476,53.129,54.838,56.104,56.746,57.167,57.425,25.036,57.78,53.004,54.677,55.957,56.83,57.357,57.632,57.858,53.823,55.31,55.86,56.746,57.269,57.375,57.265,26.088,63.143,-0.279,99.712
1408.031,50.216,52.977,56.349,55.695,56.399,56.949,57.171,57.435,57.498,53.159,54.858,56.13,56.759,57.191,57.434,25.039,57.791,53.041,54.708,55.995,56.852,57.379,57.658,57.884,53.846,55.306,55.854,56.765,57.29,57.382,57.276,26.067,63.119,-0.269,99.713
1412.031,50.204,52.981,56.377,55.687,56.403,56.977,57.196,57.441,57.512,53.163,54.872,56.142,56.776,57.211,57.45,25.039,57.807,53.048,54.725,56.001,56.856,57.394,57.668,57.909,53.86,55.34,55.872,56.767,57.28,57.396,57.282,26.051,63.147,-0.289,99.711
1416.031,50.23,52.995,56.369,55.703,56.405,56.985,57.22,57.471,57.522,53.179,54.888,56.152,56.788,57.221,57.456,25.044,57.81,53.054,54.747,56.021,56.878,57.394,57.694,57.913,53.866,55.334,55.874,56.791,57.295,57.412,57.302,26.074,63.175,-0.293,99.711
1420.031,50.222,53.006,56.387,55.715,56.423,56.991,57.22,57.473,57.548,53.199,54.91,56.176,56.808,57.231,57.479,25.027,57.859,53.096,54.777,56.052,56.909,57.435,57.72,57.95,53.875,55.354,55.912,56.799,57.317,57.424,57.318,26.061,63.181,-0.288,99.71
1424.031,50.234,53.036,56.396,55.725,56.433,57.017,57.23,57.483,57.55,53.203,54.928,56.182,56.816,57.257,57.511,25.033,57.897,53.118,54.795,56.058,56.921,57.445,57.728,57.961,53.896,55.372,55.92,56.807,57.332,57.43,57.335,26.034,63.202,-0.311,99.711
1428.031,50.248,53.018,56.412,55.751,56.457,57.015,57.248,57.491,57.563,53.219,54.94,56.213,56.832,57.269,57.523,25.023,57.902,53.11,54.806,56.075,56.94,57.456,57.728,57.959,53.886,55.389,55.929,56.818,57.331,57.443,57.342,26.03,63.2,-0.279,99.712
1432.031,50.256,53.05,56.414,55.753,56.453,57.036,57.258,57.521,57.577,53.234,54.938,56.198,56.842,57.283,57.525,25.006,57.91,53.131,54.83,56.085,56.95,57.474,57.747,57.965,53.904,55.389,55.939,56.826,57.339,57.447,57.352,26.03,63.222,-0.263,99.71
1436.031,50.258,53.048,56.44,55.78,56.467,57.06,57.274,57.523,57.585,53.238,54.954,56.229,56.856,57.285,57.553,25.002,57.934,53.133,54.818,56.101,56.956,57.494,57.763,57.987,53.916,55.389,55.957,56.856,57.361,57.467,57.366,26.042,63.247,-0.3,99.711
1440.031,50.282,53.06,56.45,55.772,56.469,57.07,57.28,57.537,57.601,53.252,54.981,56.243,56.874,57.299,57.549,25.01,57.927,53.142,54.825,56.113,56.979,57.494,57.773,58.006,53.941,55.411,55.974,56.86,57.369,57.477,57.384,26.042,63.234,-0.25,99.71
1444.031,50.288,53.06,56.438,55.79,56.489,57.076,57.29,57.533,57.619,53.252,54.969,56.245,56.889,57.308,57.567,25.016,57.935,53.154,54.829,56.111,56.989,57.502,57.783,58.006,53.947,55.427,55.978,56.875,57.383,57.499,57.404,26.03,63.262,-0.282,99.711
1448.031,50.301,53.078,56.474,55.79,56.508,57.08,57.317,57.576,57.623,53.264,54.985,56.263,56.919,57.334,57.588,25.002,57.948,53.14,54.839,56.128,56.993,57.535,57.799,58.042,53.947,55.431,55.994,56.884,57.391,57.505,57.396,26.04,63.278,-0.296,99.711
1452.031,50.292,53.088,56.49,55.788,56.524,57.102,57.327,57.568,57.643,53.264,54.999,56.275,56.899,57.336,57.61,24.991,57.946,53.15,54.835,56.136,57.015,57.535,57.813,58.044,53.947,55.443,55.99,56.884,57.409,57.521,57.414,26.037,63.278,-0.283,99.71
1456.031,50.308,53.122,56.504,55.824,56.53,57.118,57.343,57.608,57.648,53.296,55.011,56.292,56.933,57.361,57.592,24.975,57.988,53.174,54.861,56.158,57.019,57.553,57.822,58.046,53.963,55.446,55.998,56.911,57.441,57.533,57.432,26.046,63.294,-0.291,99.709
1460.031,50.342,53.118,56.508,55.844,56.548,57.126,57.345,57.604,57.664,53.295,55.031,56.296,56.926,57.359,57.611,24.985,57.989,53.177,54.874,56.162,57.048,57.561,57.848,58.088,53.975,55.482,56.008,56.912,57.417,57.557,57.448,26.045,63.336,-0.29,99.709
1464.031,50.34,53.134,56.526,55.852,56.568,57.139,57.363,57.628,57.688,53.315,55.033,56.302,56.949,57.377,57.631,24.964,58.006,53.204,54.901,56.172,57.055,57.573,57.85,58.082,53.997,55.48,56.026,56.929,57.456,57.542,57.459,26.02,63.34,-0.274,99.709
1468.031,50.343,53.133,56.531,55.868,56.576,57.155,57.383,57.646,57.708,53.308,55.049,56.311,56.965,57.378,57.652,24.955,58.02,53.21,54.917,56.178,57.059,57.591,57.872,58.088,54.005,55.49,56.056,56.959,57.458,57.574,57.471,26.023,63.346,-0.279,99.709
1472.031,50.349,53.153,56.541,55.897,56.592,57.171,57.397,57.654,57.702,53.339,55.047,56.338,56.975,57.415,57.664,24.949,58.028,53.224,54.913,56.192,57.086,57.593,57.87,58.095,54.009,55.508,56.048,56.953,57.476,57.586,57.479,26.014,63.374,-0.26,99.71
1476.031,50.351,53.165,56.555,55.879,56.596,57.171,57.391,57.642,57.708,53.341,55.073,56.35,56.987,57.431,57.676,24.964,58.041,53.225,54.916,56.211,57.096,57.617,57.9,58.131,54.024,55.512,56.066,56.971,57.492,57.608,57.495,26.027,63.396,-0.284,99.71
1480.031,50.359,53.175,56.571,55.901,56.613,57.191,57.407,57.679,57.732,53.343,55.088,56.356,56.993,57.439,57.711,24.955,58.047,53.241,54.938,56.217,57.088,57.622,57.912,58.139,54.038,55.526,56.078,56.987,57.5,57.616,57.505,26.031,63.402,-0.265,99.709
1484.031,50.375,53.187,56.591,55.897,56.631,57.197,57.426,57.689,57.746,53.369,55.124,56.384,57.012,57.447,57.705,24.943,58.07,53.242,54.952,56.235,57.12,57.648,57.92,58.151,54.046,55.55,56.101,56.992,57.506,57.623,57.525,26.007,63.386,-0.275,99.709
1488.031,50.403,53.201,56.599,55.929,56.635,57.233,57.442,57.705,57.768,53.385,55.122,56.39,57.02,57.451,57.725,24.949,58.09,53.269,54.97,56.253,57.13,57.65,57.953,58.163,54.07,55.552,56.121,57.024,57.528,57.657,57.539,26.004,63.423,-0.279,99.707
1492.031,50.389,53.193,56.607,55.945,56.651,57.229,57.456,57.723,57.77,53.371,55.126,56.406,57.042,57.479,57.731,24.938,58.093,53.261,54.972,56.267,57.128,57.654,57.951,58.191,54.054,55.558,56.137,57.036,57.538,57.657,57.561,26.031,63.443,-0.256,99.707
1496.031,50.401,53.219,56.624,55.953,56.663,57.258,57.476,57.723,57.791,53.389,55.142,56.41,57.044,57.497,57.745,24.945,58.099,53.279,54.978,56.277,57.166,57.69,57.974,58.205,54.081,55.584,56.134,57.039,57.568,57.68,57.578,26.027,63.467,-0.283,99.708
1500.031,50.414,53.215,56.628,55.963,56.673,57.26,57.48,57.729,57.803,53.401,55.152,56.428,57.066,57.497,57.749,24.947,58.105,53.291,54.976,56.287,57.176,57.692,57.982,58.217,54.108,55.594,56.156,57.055,57.58,57.708,57.599,26.03,63.489,-0.298,99.707
1504.031,50.408,53.23,56.636,55.971,56.675,57.262,57.502,57.749,57.817,53.415,55.156,56.426,57.072,57.513,57.761,24.947,58.137,53.295,54.991,56.295,57.165,57.712,57.975,58.21,54.086,55.583,56.145,57.074,57.579,57.697,57.598,26.027,63.511,-0.27,99.707
1508.031,50.416,53.223,56.652,55.981,56.693,57.286,57.5,57.757,57.825,53.401,55.158,56.451,57.096,57.534,57.777,24.932,58.137,53.314,55.005,56.295,57.197,57.708,57.987,58.22,54.106,55.609,56.165,57.072,57.599,57.707,57.612,26.034,63.495,-0.289,99.708
1512.031,50.434,53.244,56.656,55.992,56.711,57.292,57.518,57.765,57.837,53.425,55.182,56.467,57.094,57.521,57.787,24.943,58.143,53.298,55.009,56.3,57.181,57.728,58.011,58.254,54.112,55.621,56.181,57.081,57.612,57.73,57.629,26.033,63.519,-0.29,99.706
1516.031,50.456,53.262,56.682,56.004,56.734,57.306,57.52,57.792,57.837,53.437,55.18,56.463,57.102,57.538,57.799,24.938,58.168,53.33,55.045,56.346,57.213,57.765,58.031,58.244,54.149,55.637,56.195,57.102,57.619,57.739,57.648,26.008,63.557,-0.286,99.708
1520.031,50.488,53.298,56.694,56.03,56.758,57.328,57.559,57.806,57.865,53.474,55.203,56.481,57.131,57.556,57.824,24.919,58.166,53.356,55.051,56.358,57.233,57.769,58.058,58.278,54.179,55.674,56.198,57.122,57.645,57.764,57.65,26.034,63.545,-0.265,99.707
1524.031,50.508,53.314,56.714,56.036,56.756,57.328,57.571,57.818,57.886,53.484,55.221,56.501,57.123,57.548,57.824,24.912,58.187,53.376,55.087,56.38,57.249,57.785,58.064,58.29,54.183,55.678,56.238,57.125,57.645,57.768,57.667,26.033,63.557,-0.268,99.705
1528.031,50.519,53.341,56.746,56.064,56.786,57.344,57.579,57.834,57.884,53.481,55.225,56.49,57.138,57.569,57.817,24.893,58.227,53.404,55.113,56.39,57.273,57.791,58.072,58.295,54.193,55.678,56.238,57.139,57.654,57.774,57.679,26.025,63.583,-0.272,99.707
1532.031,50.525,53.335,56.766,56.074,56.776,57.365,57.585,57.838,57.904,53.521,55.223,56.5,57.16,57.583,57.841,24.906,58.249,53.42,55.105,56.398,57.273,57.807,58.078,58.305,54.205,55.698,56.252,57.154,57.662,57.789,57.685,26.031,63.592,-0.282,99.707
1536.031,50.526,53.344,56.758,56.076,56.792,57.371,57.601,57.854,57.926,53.502,55.253,56.538,57.177,57.609,57.877,24.897,58.254,53.42,55.113,56.402,57.289,57.813,58.09,58.314,54.209,55.722,56.278,57.181,57.688,57.808,57.711,26.046,63.613,-0.28,99.706
1540.031,50.547,53.365,56.776,56.11,56.822,57.395,57.611,57.875,57.918,53.527,55.266,56.537,57.19,57.612,57.884,24.893,58.262,53.43,55.131,56.428,57.306,57.827,58.108,58.345,54.225,55.732,56.282,57.185,57.706,57.83,57.727,26.058,63.613,-0.268,99.706
1544.031,50.587,53.381,56.79,56.112,56.838,57.407,57.632,57.887,57.943,53.519,55.274,56.547,57.181,57.622,57.878,24.873,58.273,53.421,55.134,56.424,57.304,57.837,58.138,58.345,54.242,55.734,56.298,57.209,57.73,57.846,57.747,26.059,63.629,-0.264,99.705
1548.031,50.585,53.404,56.8,56.13,56.852,57.433,57.636,57.909,57.961,53.557,55.282,56.555,57.217,57.644,57.886,24.885,58.279,53.465,55.16,56.447,57.326,57.854,58.128,58.359,54.27,55.768,56.308,57.223,57.748,57.862,57.751,26.059,63.669,-0.274,99.707
1552.031,50.575,53.412,56.814,56.142,56.846,57.425,57.648,57.907,57.969,53.551,55.304,56.575,57.206,57.65,57.904,24.866,58.282,53.466,55.168,56.459,57.358,57.862,58.144,58.373,54.262,55.76,56.323,57.236,57.752,57.877,57.771,26.049,63.65,-0.274,99.705
1556.031,50.605,53.391,56.824,56.148,56.858,57.443,57.636,57.915,57.973,53.556,55.304,56.583,57.205,57.654,57.904,24.866,58.308,53.47,55.184,56.477,57.35,57.862,58.155,58.393,54.256,55.779,56.333,57.244,57.759,57.869,57.77,26.031,63.673,-0.287,99.705
1560.031,50.594,53.407,56.84,56.156,56.87,57.437,57.652,57.937,57.997,53.564,55.311,56.576,57.207,57.641,57.911,24.85,58.326,53.468,55.163,56.471,57.35,57.874,58.167,58.406,54.254,55.757,56.325,57.244,57.759,57.861,57.774,26.047,63.673,-0.273,99.705
1564.031,50.596,53.419,56.854,56.168,56.892,57.449,57.676,57.946,57.993,53.574,55.315,56.586,57.25,57.653,57.929,24.848,58.332,53.476,55.177,56.495,57.37,57.9,58.173,58.389,54.258,55.787,56.343,57.261,57.767,57.891,57.782,26.057,63.701,-0.259,99.705
