Time [s],Ch 1 [C],Ch 2 [C],Ch 3 [C],Ch 4 [C],Ch 5 [C],Ch 6 [C],Ch 7 [C],Ch 8 [C],Ch 9 [C],Ch 10 [C],Ch 11 [C],Ch 12 [C],Ch 13 [C],Ch 14 [C],Ch 15 [C],T_Jet [C],Ch 16 [C],Ch 17 [C],Ch 18 [C],Ch 19 [C],Ch 20 [C],Ch 21 [C],Ch 22 [C],Ch 23 [C],Ch 25 [C],Ch 26 [C],Ch 27 [C],Ch 28 [C],Ch 29 [C],Ch 30 [C],Ch 31 [C],T_ambient [C],T_Heat Flux [C],Heat Flux [W/m^2],P_heater [W]
531.078,58.494,58.575,58.643,58.589,58.598,58.607,58.489,58.448,58.328,58.467,58.485,58.576,58.497,58.432,58.331,21.592,58.501,58.852,58.802,58.856,58.879,58.89,58.768,58.755,58.807,58.739,58.579,58.676,58.635,58.443,58.152,21.726,60.766,0.587,100.2
533.734,58.555,58.644,58.714,58.664,58.673,58.645,58.547,58.496,58.368,58.513,58.551,58.628,58.538,58.497,58.386,21.595,58.578,58.922,58.871,58.927,58.941,58.959,58.839,58.811,58.875,58.812,58.652,58.732,58.676,58.506,58.227,21.746,60.806,0.594,100.2
536.406,58.651,58.702,58.784,58.716,58.731,58.722,58.598,58.555,58.433,58.584,58.614,58.687,58.607,58.536,58.449,21.595,58.631,58.989,58.941,58.975,58.998,59.001,58.897,58.864,58.932,58.881,58.731,58.789,58.746,58.576,58.283,21.736,60.862,0.593,100.199
539.078,58.706,58.765,58.834,58.791,58.786,58.77,58.644,58.597,58.504,58.659,58.669,58.758,58.683,58.588,58.503,21.58,58.707,59.054,58.976,59.01,59.056,59.074,58.948,58.918,58.988,58.935,58.777,58.851,58.809,58.637,58.348,21.749,60.93,0.595,100.199
541.734,58.778,58.839,58.913,58.851,58.822,58.831,58.735,58.678,58.554,58.685,58.707,58.804,58.722,58.671,58.558,21.587,58.743,59.118,59.05,59.084,59.131,59.139,59.032,58.985,59.047,58.986,58.838,58.908,58.863,58.703,58.417,21.749,60.989,0.596,100.199
544.391,58.822,58.875,58.949,58.899,58.895,58.893,58.788,58.726,58.593,58.764,58.788,58.861,58.778,58.732,58.609,21.583,58.81,59.169,59.107,59.157,59.183,59.195,59.073,59.039,59.103,59.066,58.9,58.978,58.922,58.756,58.473,21.746,61.023,0.589,100.196
547.062,58.873,58.946,59.012,58.982,58.959,58.948,58.832,58.805,58.665,58.818,58.822,58.924,58.839,58.768,58.679,21.576,58.867,59.229,59.155,59.189,59.244,59.237,59.131,59.1,59.162,59.099,58.935,59.025,58.99,58.808,58.558,21.759,61.113,0.602,100.196
549.719,58.936,58.995,59.068,59.023,59.028,59.004,58.905,58.851,58.724,58.871,58.893,58.95,58.883,58.818,58.713,21.589,58.915,59.288,59.206,59.268,59.312,59.308,59.198,59.168,59.236,59.167,59.013,59.091,59.041,58.875,58.594,21.73,61.169,0.601,100.195
552.391,58.99,59.047,59.143,59.087,59.084,59.077,58.963,58.91,58.788,58.931,58.945,59.022,58.933,58.883,58.782,21.58,58.988,59.33,59.278,59.314,59.361,59.379,59.252,59.217,59.289,59.216,59.064,59.14,59.089,58.931,58.653,21.759,61.221,0.603,100.193
555.062,59.041,59.126,59.2,59.146,59.127,59.115,59.008,58.968,58.837,58.996,59.022,59.091,58.996,58.939,58.824,21.58,59.028,59.397,59.335,59.401,59.436,59.453,59.323,59.29,59.343,59.272,59.112,59.2,59.158,58.994,58.719,21.749,61.287,0.62,100.193
557.719,59.109,59.176,59.248,59.192,59.185,59.18,59.058,58.999,58.899,59.042,59.072,59.142,59.067,58.994,58.887,21.576,59.103,59.457,59.411,59.449,59.468,59.504,59.4,59.348,59.394,59.339,59.187,59.267,59.225,59.048,58.77,21.752,61.345,0.621,100.193
560.375,59.177,59.251,59.316,59.265,59.25,59.236,59.121,59.078,58.972,59.093,59.119,59.214,59.127,59.052,58.958,21.591,59.165,59.51,59.458,59.508,59.547,59.55,59.446,59.415,59.464,59.405,59.237,59.323,59.285,59.109,58.846,21.739,61.414,0.605,100.19
563.047,59.224,59.315,59.389,59.319,59.302,59.305,59.187,59.146,59.023,59.163,59.179,59.283,59.204,59.127,59.024,21.587,59.222,59.564,59.508,59.56,59.607,59.615,59.49,59.463,59.515,59.472,59.304,59.388,59.352,59.159,58.889,21.743,61.469,0.607,100.191
565.719,59.3,59.376,59.439,59.38,59.385,59.371,59.26,59.209,59.075,59.232,59.248,59.327,59.257,59.182,59.075,21.589,59.29,59.629,59.565,59.637,59.66,59.665,59.553,59.518,59.583,59.526,59.366,59.447,59.39,59.228,58.943,21.746,61.516,0.603,100.19
568.375,59.357,59.424,59.5,59.45,59.433,59.426,59.31,59.265,59.146,59.295,59.3,59.388,59.301,59.234,59.133,21.585,59.347,59.691,59.639,59.675,59.728,59.738,59.609,59.574,59.644,59.589,59.427,59.497,59.459,59.281,59.002,21.755,61.597,0.611,100.188
571.047,59.396,59.465,59.545,59.501,59.494,59.478,59.367,59.317,59.19,59.339,59.373,59.448,59.375,59.298,59.189,21.584,59.395,59.742,59.694,59.752,59.779,59.792,59.666,59.645,59.706,59.66,59.485,59.57,59.517,59.353,59.056,21.759,61.646,0.619,100.188
573.703,59.455,59.534,59.608,59.55,59.563,59.553,59.429,59.372,59.256,59.419,59.449,59.526,59.434,59.358,59.263,21.609,59.462,59.796,59.734,59.803,59.839,59.847,59.724,59.695,59.763,59.704,59.546,59.61,59.586,59.394,59.125,21.765,61.699,0.664,100.187
576.375,59.507,59.588,59.672,59.604,59.607,59.583,59.494,59.443,59.313,59.476,59.5,59.587,59.492,59.425,59.31,21.592,59.512,59.861,59.811,59.859,59.906,59.917,59.787,59.754,59.828,59.771,59.59,59.677,59.638,59.46,59.175,21.752,61.752,0.61,100.187
579.047,59.584,59.657,59.729,59.655,59.645,59.66,59.552,59.485,59.367,59.532,59.564,59.631,59.547,59.469,59.366,21.601,59.565,59.919,59.857,59.922,59.95,59.962,59.85,59.806,59.874,59.813,59.661,59.735,59.703,59.521,59.234,21.762,61.823,0.627,100.187
581.719,59.649,59.721,59.788,59.717,59.724,59.728,59.613,59.55,59.416,59.589,59.613,59.692,59.594,59.527,59.424,21.593,59.631,59.986,59.92,59.988,60.019,60.02,59.908,59.871,59.922,59.902,59.738,59.79,59.755,59.573,59.29,21.765,61.879,0.619,100.187
584.375,59.704,59.773,59.851,59.777,59.778,59.779,59.655,59.592,59.491,59.642,59.662,59.745,59.66,59.591,59.48,21.591,59.698,60.056,59.995,60.035,60.061,60.097,59.969,59.925,59.983,59.95,59.782,59.862,59.828,59.626,59.357,21.762,61.934,0.625,100.186
587.047,59.763,59.828,59.898,59.836,59.841,59.837,59.708,59.66,59.549,59.708,59.724,59.807,59.72,59.649,59.548,21.582,59.754,60.101,60.053,60.093,60.146,60.151,60.021,59.992,60.037,59.984,59.841,59.911,59.864,59.672,59.397,21.749,61.984,0.623,100.184
589.703,59.813,59.87,59.962,59.907,59.905,59.9,59.776,59.711,59.614,59.746,59.784,59.862,59.797,59.712,59.607,21.589,59.811,60.151,60.116,60.158,60.2,60.194,60.071,60.036,60.086,60.043,59.885,59.961,59.913,59.737,59.47,21.784,62.065,0.634,100.182
592.375,59.858,59.937,60.025,59.957,59.96,59.952,59.833,59.767,59.662,59.811,59.845,59.914,59.837,59.766,59.643,21.58,59.857,60.204,60.166,60.216,60.239,60.25,60.144,60.093,60.154,60.103,59.931,60.014,59.961,59.789,59.506,21.765,62.102,0.624,100.181
595.047,59.926,59.989,60.073,60.013,60.016,60.003,59.895,59.838,59.721,59.866,59.904,59.973,59.896,59.815,59.7,21.58,59.92,60.26,60.225,60.265,60.297,60.307,60.201,60.161,60.211,60.158,59.984,60.066,60.024,59.854,59.557,21.772,62.151,0.625,100.18
597.719,59.99,60.038,60.136,60.078,60.069,60.072,59.938,59.899,59.775,59.922,59.948,60.027,59.945,59.882,59.749,21.583,59.988,60.331,60.273,60.319,60.364,60.351,60.251,60.21,60.259,60.212,60.04,60.127,60.084,59.91,59.625,21.775,62.248,0.627,100.179
600.375,60.019,60.096,60.188,60.137,60.125,60.13,60.006,59.957,59.803,59.982,60.012,60.086,60.015,59.936,59.829,21.597,60.027,60.371,60.338,60.394,60.418,60.432,60.302,60.264,60.328,60.273,60.107,60.167,60.11,59.944,59.67,21.772,62.288,0.644,100.179
603.047,60.074,60.163,60.243,60.183,60.176,60.176,60.061,59.999,59.876,60.047,60.059,60.152,60.061,60.01,59.885,21.597,60.079,60.428,60.384,60.42,60.469,60.49,60.372,60.329,60.362,60.331,60.178,60.235,60.169,60.011,59.742,21.772,62.337,0.637,100.178
605.703,60.135,60.206,60.304,60.242,60.235,60.231,60.123,60.07,59.922,60.097,60.119,60.194,60.12,60.052,59.954,21.592,60.15,60.492,60.449,60.477,60.535,60.549,60.427,60.365,60.415,60.38,60.22,60.298,60.24,60.059,59.791,21.746,62.415,0.638,100.178
608.375,60.195,60.262,60.346,60.29,60.273,60.285,60.159,60.133,60.001,60.146,60.176,60.257,60.184,60.115,60.008,21.599,60.198,60.533,60.469,60.513,60.57,60.601,60.485,60.44,60.481,60.42,60.276,60.357,60.29,60.122,59.843,21.775,62.465,0.653,100.176
611.047,60.257,60.326,60.408,60.359,60.327,60.336,60.234,60.191,60.06,60.219,60.236,60.302,60.235,60.166,60.049,21.599,60.263,60.607,60.545,60.608,60.644,60.67,60.532,60.486,60.53,60.489,60.339,60.409,60.355,60.168,59.88,21.768,62.508,0.662,100.178
613.703,60.318,60.389,60.455,60.399,60.396,60.39,60.287,60.236,60.102,60.269,60.289,60.374,60.299,60.227,60.125,21.582,60.311,60.666,60.604,60.64,60.683,60.706,60.584,60.541,60.621,60.555,60.404,60.474,60.411,60.243,59.948,21.775,62.57,0.662,100.176
616.375,60.366,60.439,60.527,60.445,60.428,60.431,60.335,60.288,60.15,60.315,60.335,60.388,60.318,60.261,60.164,21.587,60.368,60.682,60.634,60.682,60.733,60.749,60.639,60.599,60.641,60.596,60.434,60.524,60.461,60.283,60.009,21.739,62.626,0.65,100.175
619.031,60.438,60.504,60.581,60.514,60.495,60.501,60.384,60.335,60.209,60.384,60.39,60.439,60.37,60.32,60.217,21.578,60.434,60.763,60.711,60.739,60.794,60.811,60.681,60.656,60.709,60.668,60.506,60.572,60.516,60.344,60.055,21.768,62.691,0.651,100.174
621.703,60.48,60.539,60.629,60.565,60.558,60.536,60.445,60.383,60.248,60.435,60.441,60.51,60.433,60.366,60.245,21.581,60.491,60.821,60.763,60.812,60.862,60.886,60.754,60.724,60.774,60.725,60.555,60.633,60.57,60.419,60.122,21.778,62.737,0.655,100.173
624.375,60.513,60.59,60.684,60.608,60.6,60.611,60.497,60.446,60.312,60.463,60.493,60.578,60.508,60.44,60.311,21.591,60.547,60.882,60.844,60.874,60.903,60.918,60.804,60.767,60.832,60.775,60.622,60.714,60.649,60.465,60.186,21.768,62.818,0.654,100.174
627.031,60.587,60.664,60.726,60.672,60.663,60.688,60.549,60.502,60.381,60.53,60.574,60.659,60.562,60.485,60.317,21.695,60.628,60.938,60.903,60.951,60.973,60.987,60.869,60.827,60.891,60.844,60.682,60.758,60.706,60.526,60.247,21.755,62.861,0.67,100.172
629.703,60.648,60.729,60.799,60.731,60.722,60.728,60.608,60.573,60.425,60.59,60.62,60.709,60.621,60.553,60.447,21.597,60.652,61.007,60.961,60.987,61.03,61.037,60.939,60.912,60.935,60.884,60.732,60.794,60.742,60.548,60.287,21.752,62.929,0.667,100.169
632.375,60.727,60.8,60.866,60.814,60.795,60.798,60.68,60.631,60.498,60.645,60.668,60.758,60.675,60.614,60.505,21.578,60.705,61.059,60.989,61.048,61.102,61.108,60.984,60.958,60.994,60.951,60.785,60.837,60.807,60.641,60.344,21.775,62.985,0.657,100.17
635.047,60.802,60.849,60.924,60.875,60.84,60.856,60.719,60.688,60.558,60.711,60.729,60.806,60.726,60.659,60.546,21.619,60.784,61.124,61.09,61.1,61.159,61.168,61.042,61.003,61.077,61.005,60.843,60.918,60.873,60.693,60.422,21.784,63.047,0.669,100.17
637.719,60.845,60.905,60.971,60.922,60.916,60.923,60.803,60.736,60.615,60.775,60.803,60.885,60.806,60.723,60.624,21.599,60.822,61.193,61.118,61.179,61.221,61.229,61.097,61.059,61.137,61.066,60.91,60.964,60.93,60.749,60.473,21.765,63.1,0.664,100.168
640.391,60.896,60.959,61.034,60.966,60.963,60.975,60.872,60.809,60.675,60.838,60.866,60.951,60.858,60.783,60.688,21.586,60.874,61.233,61.197,61.243,61.276,61.281,61.161,61.102,61.165,61.122,60.963,61.02,60.974,60.804,60.511,21.781,63.147,0.658,100.166
643.047,60.942,60.993,61.073,61.033,61.036,61.036,60.926,60.869,60.721,60.888,60.912,60.997,60.919,60.839,60.749,21.601,60.947,61.297,61.254,61.3,61.338,61.358,61.21,61.18,61.238,61.185,61.019,61.093,61.047,60.854,60.574,21.768,63.218,0.664,100.165
645.719,61.003,61.065,61.133,61.101,61.098,61.097,60.991,60.942,60.792,60.957,60.983,61.056,60.973,60.888,60.773,21.603,60.993,61.356,61.304,61.36,61.389,61.396,61.282,61.231,61.301,61.246,61.084,61.156,61.113,60.935,60.64,21.772,63.271,0.666,100.166
648.391,61.075,61.133,61.213,61.144,61.157,61.147,61.027,60.988,60.865,61.014,61.027,61.107,61.02,60.937,60.84,21.597,61.036,61.388,61.355,61.393,61.445,61.451,61.339,61.299,61.335,61.31,61.132,61.216,61.174,60.988,60.701,21.752,63.333,0.673,100.163
651.062,61.092,61.171,61.247,61.189,61.186,61.204,61.082,61.005,60.899,61.063,61.078,61.161,61.077,61.007,60.884,21.593,61.114,61.481,61.413,61.461,61.502,61.507,61.373,61.332,61.407,61.352,61.201,61.275,61.242,61.05,60.757,21.759,63.385,0.687,100.165
653.719,61.155,61.24,61.308,61.256,61.272,61.25,61.129,61.093,60.964,61.121,61.15,61.217,61.141,61.062,60.971,21.593,61.163,61.534,61.488,61.528,61.566,61.564,61.442,61.412,61.472,61.417,61.255,61.341,61.293,61.09,60.818,21.794,63.453,0.695,100.163
656.391,61.227,61.302,61.39,61.322,61.313,61.301,61.195,61.132,61.018,61.19,61.217,61.272,61.208,61.145,61.024,21.587,61.238,61.604,61.534,61.584,61.611,61.637,61.498,61.463,61.539,61.482,61.308,61.394,61.333,61.159,60.87,21.781,63.491,0.672,100.163
659.062,61.291,61.37,61.438,61.38,61.379,61.379,61.251,61.216,61.095,61.227,61.273,61.33,61.25,61.186,61.08,21.588,61.274,61.634,61.581,61.641,61.671,61.681,61.559,61.513,61.591,61.532,61.364,61.44,61.39,61.208,60.931,21.784,63.543,0.676,100.162
661.734,61.358,61.427,61.502,61.438,61.429,61.434,61.336,61.283,61.143,61.29,61.324,61.409,61.318,61.253,61.134,21.599,61.33,61.703,61.641,61.699,61.732,61.75,61.621,61.572,61.652,61.611,61.431,61.507,61.458,61.278,61.001,21.778,63.612,0.679,100.161
664.406,61.416,61.483,61.551,61.499,61.498,61.5,61.388,61.331,61.218,61.346,61.368,61.427,61.353,61.293,61.178,21.59,61.391,61.745,61.698,61.75,61.796,61.804,61.674,61.632,61.702,61.651,61.491,61.575,61.511,61.337,61.046,21.772,63.674,0.691,100.159
667.078,61.465,61.53,61.601,61.558,61.552,61.547,61.427,61.376,61.252,61.411,61.419,61.496,61.431,61.36,61.253,21.595,61.449,61.816,61.758,61.808,61.863,61.865,61.726,61.663,61.755,61.714,61.534,61.61,61.565,61.397,61.104,21.778,63.72,0.699,100.159
669.734,61.548,61.593,61.675,61.619,61.613,61.593,61.491,61.436,61.317,61.468,61.482,61.553,61.49,61.395,61.298,21.591,61.5,61.877,61.8,61.855,61.913,61.925,61.805,61.757,61.815,61.742,61.59,61.662,61.624,61.448,61.165,21.791,63.804,0.691,100.157
672.406,61.587,61.66,61.736,61.666,61.671,61.66,61.542,61.499,61.361,61.534,61.562,61.617,61.541,61.47,61.353,21.578,61.57,61.929,61.891,61.931,61.976,61.984,61.841,61.798,61.882,61.819,61.681,61.743,61.69,61.524,61.221,21.781,63.85,0.708,100.158
675.078,61.642,61.698,61.792,61.741,61.742,61.724,61.617,61.561,61.418,61.57,61.6,61.69,61.599,61.532,61.429,21.587,61.639,61.984,61.952,61.994,62.034,62.04,61.924,61.864,61.934,61.895,61.721,61.793,61.753,61.569,61.268,21.768,63.909,0.711,100.157
677.75,61.694,61.761,61.843,61.797,61.786,61.771,61.691,61.624,61.47,61.623,61.651,61.736,61.68,61.579,61.481,21.591,61.687,62.044,62.002,62.034,62.063,62.113,61.986,61.923,61.968,61.936,61.776,61.83,61.781,61.603,61.314,21.797,63.946,0.694,100.155
680.422,61.751,61.826,61.894,61.85,61.853,61.837,61.731,61.682,61.536,61.706,61.727,61.821,61.744,61.653,61.554,21.597,61.728,62.097,62.055,62.087,62.129,62.171,62.039,61.987,62.043,61.984,61.82,61.906,61.846,61.666,61.373,21.778,64.021,0.702,100.154
683.078,61.81,61.881,61.959,61.901,61.895,61.898,61.78,61.729,61.597,61.766,61.808,61.887,61.794,61.723,61.618,21.595,61.8,62.161,62.107,62.139,62.206,62.183,62.075,62.028,62.112,62.053,61.899,61.965,61.892,61.724,61.433,21.791,64.067,0.699,100.153
685.75,61.866,61.941,62.021,61.963,61.946,61.944,61.838,61.789,61.649,61.827,61.85,61.946,61.849,61.774,61.649,21.599,61.851,62.199,62.178,62.214,62.238,62.256,62.132,62.096,62.144,62.097,61.945,62.007,61.961,61.779,61.492,21.781,64.132,0.707,100.153
688.422,61.915,62.002,62.068,62.026,62.008,62.023,61.897,61.837,61.716,61.875,61.896,61.988,61.901,61.82,61.729,21.594,61.913,62.266,62.228,62.266,62.299,62.319,62.186,62.155,62.217,62.156,61.998,62.068,62.033,61.843,61.55,21.765,64.182,0.707,100.151
691.078,61.972,62.048,62.146,62.072,62.061,62.069,61.959,61.894,61.77,61.935,61.953,62.058,61.959,61.882,61.769,21.603,61.966,62.325,62.277,62.307,62.361,62.371,62.259,62.209,62.269,62.222,62.044,62.144,62.074,61.884,61.597,21.81,64.244,0.714,100.151
693.75,62.03,62.105,62.189,62.131,62.123,62.124,62.018,61.949,61.823,61.994,62.022,62.091,62.006,61.933,61.826,21.592,62.027,62.383,62.337,62.373,62.422,62.428,62.307,62.266,62.313,62.281,62.099,62.187,62.13,61.948,61.673,21.781,64.284,0.709,100.152
696.422,62.08,62.161,62.241,62.175,62.172,62.18,62.066,62.015,61.884,62.047,62.07,62.137,62.045,61.988,61.895,21.599,62.071,62.444,62.394,62.454,62.478,62.468,62.374,62.322,62.368,62.325,62.157,62.241,62.181,62.021,61.726,21.791,64.365,0.74,100.151
699.094,62.143,62.226,62.31,62.238,62.226,62.223,62.127,62.068,61.934,62.103,62.135,62.216,62.127,62.068,61.975,21.535,62.154,62.502,62.44,62.507,62.533,62.551,62.444,62.383,62.447,62.388,62.222,62.294,62.249,62.075,61.794,21.772,64.418,0.719,100.148
701.766,62.205,62.27,62.352,62.296,62.275,62.285,62.187,62.122,61.996,62.158,62.181,62.261,62.18,62.113,62,21.588,62.2,62.563,62.517,62.559,62.6,62.613,62.497,62.439,62.497,62.444,62.282,62.348,62.306,62.116,61.839,21.8,64.464,0.698,100.147
704.422,62.26,62.347,62.402,62.363,62.347,62.34,62.232,62.189,62.047,62.206,62.232,62.307,62.24,62.167,62.076,21.588,62.263,62.595,62.549,62.605,62.642,62.664,62.533,62.49,62.529,62.476,62.347,62.415,62.352,62.188,61.895,21.794,64.52,0.693,100.148
707.094,62.339,62.421,62.478,62.427,62.402,62.396,62.297,62.233,62.104,62.263,62.295,62.368,62.293,62.21,62.109,21.585,62.321,62.66,62.624,62.676,62.708,62.73,62.602,62.552,62.606,62.551,62.399,62.475,62.425,62.247,61.952,21.797,64.588,0.71,100.148
709.766,62.382,62.469,62.557,62.477,62.45,62.44,62.337,62.286,62.162,62.317,62.351,62.425,62.336,62.277,62.166,21.591,62.374,62.726,62.678,62.743,62.763,62.793,62.658,62.611,62.64,62.597,62.444,62.514,62.489,62.297,62,21.788,64.638,0.717,100.147
712.437,62.425,62.52,62.594,62.526,62.523,62.511,62.408,62.348,62.223,62.368,62.381,62.485,62.41,62.333,62.24,21.595,62.436,62.773,62.713,62.783,62.824,62.843,62.727,62.671,62.715,62.668,62.502,62.602,62.554,62.358,62.071,21.784,64.706,0.719,100.147
715.109,61.515,62.439,62.636,62.572,62.579,62.574,62.474,62.405,62.283,62.337,62.43,62.529,62.461,62.398,62.291,21.587,62.47,62.653,62.763,62.823,62.878,62.89,62.757,62.726,62.657,62.7,62.573,62.645,62.6,62.408,62.117,21.807,64.771,0.719,100.144
717.781,59.406,61.384,62.509,62.356,62.438,62.517,62.408,62.391,62.289,61.558,62.034,62.265,62.287,62.271,62.214,21.597,62.444,61.334,62.204,62.498,62.662,62.74,62.662,62.651,61.589,62.208,62.228,62.439,62.463,62.307,62.067,21.781,64.811,0.737,100.144
720.453,57.276,59.83,62.232,61.926,62.141,62.309,62.228,62.268,62.193,60.55,61.514,61.924,62.031,62.087,62.081,21.553,62.353,60.022,61.572,62.101,62.412,62.535,62.523,62.54,60.617,61.7,61.885,62.219,62.302,62.18,61.976,21.794,64.876,0.72,100.143
723.125,55.918,58.865,62.002,61.607,61.925,62.156,62.137,62.201,62.142,59.87,61.149,61.682,61.888,61.994,62.021,21.546,62.303,59.187,61.122,61.847,62.222,62.415,62.436,62.47,59.965,61.334,61.643,62.056,62.195,62.11,61.918,21.81,64.929,0.726,100.144
725.781,54.995,58.206,61.788,61.372,61.784,62.075,62.065,62.169,62.108,59.363,60.864,61.532,61.783,61.913,61.97,21.542,62.25,58.596,60.781,61.641,62.105,62.329,62.4,62.451,59.499,61.062,61.441,61.941,62.126,62.071,61.891,21.829,64.988,0.71,100.143
728.453,54.344,57.736,61.628,61.18,61.655,61.982,62.02,62.13,62.11,58.939,60.632,61.399,61.712,61.889,61.945,21.558,62.246,58.144,60.507,61.494,62.006,62.264,62.331,62.429,59.113,60.842,61.275,61.826,62.066,62.031,61.869,21.81,65.031,0.703,100.141
731.125,53.851,57.312,61.449,61.004,61.535,61.918,61.98,62.108,62.093,58.586,60.406,61.257,61.639,61.836,61.924,21.584,62.23,57.758,60.241,61.33,61.899,62.204,62.313,62.415,58.798,60.634,61.134,61.753,62.021,61.99,61.827,21.823,65.093,0.686,100.142
733.797,53.522,57.029,61.308,60.85,61.436,61.838,61.944,62.1,62.067,58.283,60.222,61.152,61.558,61.775,61.886,21.581,62.208,57.431,60.009,61.179,61.825,62.147,62.271,62.385,58.558,60.477,60.995,61.676,61.979,61.952,61.807,21.81,65.14,0.687,100.141
736.469,53.237,56.827,61.197,60.729,61.357,61.791,61.893,62.06,62.043,58.031,60.045,61.066,61.496,61.742,61.856,21.561,62.194,57.187,59.809,61.048,61.722,62.085,62.229,62.365,58.361,60.297,60.872,61.583,61.937,61.912,61.774,21.82,65.186,0.684,100.14
739.141,53.011,56.607,61.078,60.606,61.256,61.709,61.857,62.05,62.031,57.814,59.901,60.955,61.443,61.697,61.822,21.563,62.173,56.966,59.628,60.919,61.64,62.027,62.193,62.333,58.155,60.158,60.761,61.507,61.876,61.9,61.752,21.823,65.236,0.672,100.141
741.812,52.84,56.445,60.976,60.47,61.187,61.686,61.818,62.007,62.019,57.616,59.74,60.864,61.369,61.653,61.804,21.56,62.145,56.752,59.467,60.808,61.555,61.976,62.142,62.331,57.994,60.025,60.662,61.434,61.822,61.869,61.74,21.839,65.298,0.684,100.14
744.484,52.687,56.295,60.874,60.385,61.102,61.619,61.774,61.983,61.987,57.432,59.603,60.756,61.288,61.599,61.762,21.548,62.125,56.609,59.319,60.701,61.492,61.924,62.134,62.292,57.846,59.92,60.563,61.368,61.777,61.833,61.698,21.839,65.323,0.664,100.14
747.156,52.538,56.176,60.788,60.296,61.014,61.563,61.733,61.947,61.968,57.262,59.477,60.687,61.235,61.566,61.743,21.582,62.115,56.459,59.2,60.612,61.427,61.893,62.103,62.286,57.749,59.791,60.478,61.313,61.745,61.813,61.673,21.82,65.363,0.707,100.14
749.828,52.415,56.063,60.701,60.204,60.961,61.506,61.701,61.922,61.934,57.121,59.383,60.6,61.167,61.525,61.709,21.584,62.085,56.334,59.082,60.521,61.352,61.836,62.067,62.256,57.634,59.696,60.406,61.25,61.696,61.754,61.647,21.829,65.388,0.654,100.141
752.5,52.322,55.962,60.625,60.133,60.882,61.454,61.663,61.884,61.912,56.982,59.245,60.517,61.104,61.479,61.673,21.582,62.059,56.217,58.986,60.426,61.302,61.786,62.025,62.234,57.547,59.627,60.323,61.188,61.654,61.736,61.617,21.855,65.444,0.637,100.141
755.172,52.21,55.885,60.568,60.06,60.834,61.407,61.625,61.858,61.902,56.879,59.153,60.433,61.054,61.431,61.641,21.584,62.047,56.13,58.885,60.368,61.248,61.742,62.007,62.223,57.459,59.545,60.23,61.125,61.612,61.69,61.585,21.82,65.478,0.634,100.14
757.844,52.149,55.822,60.509,60.003,60.769,61.367,61.59,61.83,61.874,56.76,59.06,60.368,61,61.391,61.603,21.57,62.006,56.047,58.806,60.291,61.199,61.709,61.97,62.183,57.384,59.468,60.159,61.083,61.573,61.662,61.562,21.829,65.502,0.601,100.141
760.516,52.056,55.723,60.44,59.943,60.725,61.323,61.546,61.81,61.843,56.667,58.967,60.3,60.958,61.359,61.573,21.561,61.992,55.956,58.721,60.214,61.143,61.661,61.95,62.159,57.285,59.393,60.093,61.022,61.523,61.621,61.506,21.833,65.555,0.591,100.141
763.187,51.958,55.635,60.372,59.87,60.68,61.272,61.516,61.785,61.821,56.576,58.888,60.247,60.903,61.294,61.544,21.567,61.958,55.851,58.63,60.142,61.066,61.604,61.9,62.131,57.208,59.321,60.018,60.972,61.485,61.603,61.498,21.846,65.577,0.609,100.141
765.859,51.904,55.55,60.319,59.808,60.62,61.24,61.483,61.733,61.791,56.467,58.808,60.17,60.842,61.274,61.508,21.565,61.928,55.773,58.56,60.083,61.02,61.582,61.863,62.102,57.132,59.258,59.956,60.918,61.452,61.571,61.46,21.849,65.608,0.586,100.142
768.531,51.8,55.459,60.24,59.736,60.566,61.188,61.429,61.709,61.779,56.371,58.719,60.11,60.775,61.219,61.465,21.625,61.889,55.712,58.483,60.027,61.001,61.544,61.837,62.062,57.077,59.201,59.911,60.869,61.384,61.506,61.437,21.862,65.651,0.573,100.143
771.187,51.722,55.385,60.18,59.676,60.504,61.14,61.401,61.668,61.74,56.306,58.656,60.069,60.757,61.196,61.462,21.579,61.879,55.642,58.421,59.956,60.937,61.489,61.805,62.03,56.997,59.123,59.859,60.823,61.363,61.496,61.401,21.839,65.701,0.578,100.143
773.859,51.66,55.314,60.14,59.618,60.463,61.099,61.361,61.638,61.712,56.217,58.577,60.008,60.715,61.156,61.428,21.586,61.827,55.567,58.348,59.897,60.876,61.471,61.779,62.022,56.95,59.072,59.804,60.78,61.325,61.448,61.379,21.858,65.71,0.583,100.141
776.531,51.604,55.238,60.062,59.541,60.385,61.047,61.312,61.61,61.676,56.147,58.511,59.956,60.664,61.104,61.374,21.584,61.798,55.51,58.306,59.867,60.842,61.427,61.736,61.985,56.898,59.03,59.76,60.744,61.287,61.419,61.355,21.865,65.747,0.574,100.139
779.203,51.57,55.203,60.022,59.494,60.35,61.008,61.278,61.58,61.64,56.07,58.449,59.912,60.61,61.072,61.35,21.571,61.776,55.466,58.243,59.799,60.802,61.38,61.716,61.959,56.845,59,59.711,60.694,61.256,61.389,61.322,21.849,65.775,0.56,100.141
781.875,51.522,55.146,59.972,59.448,60.292,60.98,61.242,61.531,61.605,56.014,58.41,59.859,60.574,61.029,61.316,21.586,61.742,55.418,58.178,59.758,60.767,61.376,61.69,61.945,56.813,58.937,59.661,60.665,61.216,61.361,61.286,21.852,65.812,0.557,100.139
