Time [s],Ch 1 [C],Ch 2 [C],Ch 3 [C],Ch 4 [C],Ch 5 [C],Ch 6 [C],Ch 7 [C],Ch 8 [C],Ch 9 [C],Ch 10 [C],Ch 11 [C],Ch 12 [C],Ch 13 [C],Ch 14 [C],Ch 15 [C],T_Jet [C],Ch 16 [C],Ch 17 [C],Ch 18 [C],Ch 19 [C],Ch 20 [C],Ch 21 [C],Ch 22 [C],Ch 23 [C],Ch 25 [C],Ch 26 [C],Ch 27 [C],Ch 28 [C],Ch 29 [C],Ch 30 [C],Ch 31 [C],T_ambient [C],T_Heat Flux [C],Heat Flux [W/m^2],P_heater [W]
1068.125,50.503,54.058,58.647,58.183,59.029,59.686,59.967,60.259,60.341,54.86,57.194,58.684,59.437,59.933,60.235,21.442,60.662,54.243,56.942,58.501,59.549,60.154,60.526,60.797,55.663,57.735,58.456,59.481,60.066,60.225,60.15,21.765,66.457,0.103,100.146
1070.812,50.509,54.078,58.643,58.185,59.016,59.688,59.976,60.255,60.319,54.858,57.186,58.69,59.421,59.921,60.227,21.453,60.668,54.271,56.94,58.511,59.545,60.164,60.515,60.791,55.677,57.755,58.44,59.477,60.062,60.233,60.146,21.762,66.473,0.108,100.147
1073.5,50.505,54.062,58.635,58.165,59.012,59.674,59.955,60.243,60.306,54.866,57.186,58.666,59.435,59.921,60.223,21.432,60.656,54.255,56.929,58.501,59.545,60.172,60.521,60.777,55.677,57.745,58.444,59.479,60.068,60.227,60.142,21.733,66.464,0.114,100.145
1076.172,50.497,54.062,58.635,58.177,58.994,59.676,59.959,60.271,60.321,54.86,57.174,58.65,59.429,59.911,60.217,21.438,60.65,54.263,56.933,58.507,59.536,60.166,60.515,60.775,55.663,57.733,58.446,59.469,60.062,60.239,60.132,21.743,66.454,0.111,100.148
1078.844,50.505,54.062,58.631,58.179,59.006,59.678,59.965,60.245,60.329,54.844,57.174,58.668,59.415,59.907,60.231,21.434,60.646,54.235,56.919,58.489,59.538,60.154,60.509,60.779,55.653,57.733,58.43,59.457,60.05,60.221,60.124,21.739,66.464,0.1,100.146
1081.531,50.493,54.05,58.643,58.171,59.012,59.664,59.939,60.235,60.308,54.84,57.176,58.652,59.415,59.909,60.223,21.425,60.652,54.247,56.923,58.489,59.516,60.162,60.501,60.767,55.653,57.722,58.438,59.459,60.054,60.209,60.12,21.749,66.433,0.112,100.147
1084.203,50.489,54.044,58.615,58.163,59.01,59.682,59.943,60.241,60.323,54.829,57.164,58.648,59.409,59.907,60.209,21.425,60.644,54.239,56.923,58.489,59.522,60.137,60.495,60.761,55.649,57.716,58.428,59.447,60.048,60.199,60.112,21.781,66.429,0.121,100.146
1086.891,50.497,54.042,58.621,58.165,58.998,59.666,59.937,60.227,60.3,54.811,57.161,58.646,59.411,59.903,60.211,21.425,60.628,54.237,56.911,58.473,59.52,60.156,60.497,60.757,55.645,57.726,58.428,59.447,60.05,60.205,60.118,21.739,66.445,0.121,100.146
1089.562,50.491,54.036,58.617,58.151,58.99,59.664,59.933,60.245,60.308,54.807,57.149,58.634,59.399,59.882,60.213,21.415,60.65,54.217,56.913,58.485,59.52,60.147,60.495,60.759,55.628,57.716,58.396,59.438,60.034,60.193,60.12,21.717,66.451,0.115,100.145
1092.25,50.489,54.02,58.609,58.147,58.994,59.674,59.921,60.235,60.3,54.805,57.137,58.628,59.389,59.886,60.211,21.413,60.638,54.215,56.893,58.475,59.498,60.129,60.483,60.75,55.628,57.714,58.408,59.44,60.048,60.187,60.11,21.768,66.433,0.109,100.146
1094.922,50.483,54.016,58.597,58.153,58.988,59.652,59.921,60.221,60.3,54.793,57.127,58.614,59.381,59.874,60.181,21.41,60.628,54.193,56.891,58.479,59.49,60.127,60.471,60.742,55.61,57.694,58.404,59.444,60.032,60.184,60.114,21.765,66.448,0.111,100.146
1097.609,50.475,54.024,58.593,58.137,58.97,59.638,59.925,60.223,60.294,54.785,57.131,58.622,59.36,59.866,60.193,21.402,60.614,54.183,56.875,58.457,59.486,60.117,60.465,60.75,55.602,57.706,58.402,59.43,60.018,60.191,60.102,21.768,66.417,0.094,100.147
1100.281,50.465,54.002,58.587,58.127,58.968,59.65,59.923,60.223,60.296,54.791,57.123,58.62,59.372,59.88,60.191,21.396,60.616,54.181,56.881,58.457,59.49,60.121,60.469,60.738,55.622,57.688,58.408,59.43,60.032,60.18,60.104,21.752,66.442,0.105,100.146
1102.969,50.461,54.006,58.597,58.113,58.964,59.626,59.913,60.233,60.282,54.777,57.123,58.61,59.379,59.874,60.179,21.389,60.602,54.201,56.883,58.447,59.492,60.115,60.459,60.73,55.604,57.692,58.386,59.422,60.018,60.164,60.087,21.759,66.436,0.094,100.146
1105.641,50.449,54.006,58.583,58.115,58.952,59.634,59.903,60.202,60.284,54.777,57.119,58.614,59.374,59.858,60.185,21.383,60.62,54.197,56.887,58.455,59.49,60.119,60.469,60.732,55.622,57.688,58.396,59.422,60.014,60.168,60.079,21.762,66.442,0.085,100.146
1108.328,50.447,54.016,58.575,58.117,58.962,59.62,59.899,60.204,60.278,54.793,57.119,58.61,59.379,59.878,60.199,21.398,60.622,54.181,56.881,58.455,59.478,60.105,60.455,60.728,55.614,57.696,58.392,59.418,60.024,60.17,60.098,21.73,66.423,0.125,100.147
1111,50.463,54,58.583,58.121,58.958,59.626,59.903,60.2,60.274,54.777,57.117,58.594,59.366,59.866,60.159,21.381,60.614,54.185,56.869,58.435,59.476,60.121,60.461,60.732,55.602,57.688,58.396,59.41,60.007,60.15,60.069,21.743,66.436,0.092,100.145
1113.687,50.447,54.004,58.581,58.123,58.952,59.63,59.889,60.188,60.266,54.781,57.113,58.612,59.372,59.868,60.179,21.372,60.608,54.183,56.873,58.422,59.48,60.097,60.453,60.718,55.606,57.678,58.376,59.402,60.012,60.154,60.083,21.739,66.429,0.08,100.147
1116.359,50.453,53.996,58.577,58.123,58.966,59.63,59.897,60.188,60.27,54.783,57.119,58.62,59.368,59.874,60.163,21.381,60.614,54.197,56.863,58.455,59.478,60.111,60.451,60.716,55.618,57.684,58.396,59.42,60.012,60.162,60.081,21.746,66.417,0.099,100.146
1119.047,50.455,54.01,58.575,58.123,58.966,59.638,59.901,60.19,60.264,54.791,57.123,58.616,59.366,59.876,60.179,21.378,60.612,54.177,56.875,58.432,59.47,60.089,60.441,60.724,55.622,57.7,58.376,59.4,60.02,60.162,60.077,21.739,66.42,0.088,100.147
1121.734,50.467,54.018,58.595,58.127,58.966,59.622,59.907,60.198,60.268,54.803,57.125,58.61,59.364,59.858,60.189,21.378,60.604,54.199,56.873,58.443,59.462,60.107,60.447,60.706,55.628,57.696,58.378,59.426,60.003,60.174,60.093,21.704,66.42,0.096,100.146
1124.406,50.453,54.03,58.593,58.141,58.968,59.632,59.913,60.202,60.272,54.823,57.123,58.624,59.352,59.858,60.167,21.378,60.598,54.207,56.879,58.437,59.49,60.093,60.441,60.722,55.635,57.692,58.392,59.404,60.007,60.17,60.089,21.707,66.408,0.074,100.147
1127.094,50.449,54.032,58.595,58.127,58.956,59.632,59.897,60.208,60.258,54.805,57.129,58.614,59.364,59.87,60.163,21.372,60.594,54.207,56.875,58.437,59.47,60.095,60.447,60.708,55.63,57.694,58.398,59.418,60.001,60.156,60.071,21.726,66.423,0.082,100.148
1129.781,50.465,54.018,58.575,58.1,58.958,59.626,59.895,60.178,60.26,54.809,57.121,58.606,59.36,59.854,60.171,21.376,60.596,54.199,56.871,58.432,59.454,60.093,60.445,60.716,55.639,57.704,58.396,59.42,60.001,60.16,60.1,21.726,66.417,0.073,100.146
1132.453,50.467,54.03,58.587,58.123,58.954,59.624,59.881,60.192,60.258,54.825,57.123,58.608,59.352,59.852,60.175,21.372,60.59,54.205,56.881,58.441,59.47,60.093,60.441,60.71,55.645,57.69,58.404,59.394,60.003,60.176,60.083,21.723,66.42,0.073,100.147
1135.141,50.467,54.004,58.573,58.113,58.96,59.618,59.883,60.17,60.246,54.805,57.137,58.618,59.37,59.86,60.167,21.376,60.584,54.213,56.869,58.435,59.46,60.099,60.443,60.716,55.635,57.686,58.392,59.4,59.997,60.154,60.069,21.739,66.414,0.089,100.147
1137.812,50.461,54.01,58.573,58.121,58.948,59.613,59.905,60.178,60.244,54.801,57.125,58.594,59.362,59.85,60.161,21.374,60.588,54.221,56.869,58.437,59.45,60.103,60.451,60.696,55.63,57.69,58.39,59.416,59.985,60.154,60.071,21.743,66.42,0.068,100.147
1140.5,50.469,54.016,58.573,58.117,58.956,59.607,59.877,60.186,60.256,54.809,57.127,58.614,59.346,59.85,60.148,21.381,60.596,54.209,56.881,58.437,59.468,60.089,60.429,60.708,55.622,57.684,58.374,59.41,59.995,60.146,60.079,21.736,66.395,0.08,100.147
1143.172,50.469,54.02,58.571,58.113,58.96,59.611,59.891,60.164,60.24,54.811,57.125,58.6,59.352,59.854,60.153,21.378,60.594,54.221,56.869,58.439,59.47,60.089,60.445,60.706,55.628,57.692,58.384,59.392,60.001,60.162,60.071,21.755,66.417,0.089,100.147
1145.859,50.465,54.016,58.56,58.121,58.932,59.611,59.883,60.16,60.25,54.795,57.121,58.592,59.336,59.842,60.155,21.376,60.572,54.197,56.869,58.426,59.456,60.079,60.433,60.702,55.618,57.682,58.392,59.396,59.995,60.146,60.077,21.739,66.408,0.1,100.147
1148.531,50.459,54.002,58.575,58.106,58.942,59.591,59.887,60.182,60.25,54.787,57.107,58.583,59.342,59.826,60.148,21.381,60.58,54.189,56.857,58.435,59.464,60.083,60.425,60.7,55.592,57.68,58.37,59.402,59.987,60.128,60.061,21.759,66.417,0.145,100.148
1151.219,50.465,53.967,58.556,58.092,58.932,59.601,59.861,60.152,60.24,54.761,57.091,58.571,59.342,59.836,60.134,21.366,60.566,54.175,56.841,58.426,59.444,60.091,60.419,60.69,55.592,57.656,58.38,59.392,59.987,60.136,60.053,21.743,66.408,0.113,100.147
1153.906,50.453,53.994,58.569,58.092,58.932,59.599,59.852,60.166,60.226,54.775,57.087,58.575,59.342,59.816,60.146,21.359,60.568,54.169,56.837,58.41,59.44,60.075,60.423,60.686,55.604,57.66,58.36,59.388,59.971,60.136,60.045,21.749,66.414,0.06,100.147
1156.578,50.449,53.996,58.562,58.1,58.932,59.587,59.871,60.164,60.232,54.769,57.083,58.577,59.318,59.836,60.136,21.381,60.57,54.173,56.853,58.404,59.438,60.079,60.419,60.68,55.6,57.658,58.355,59.392,59.985,60.126,60.057,21.749,66.401,0.052,100.148
1159.266,50.441,53.992,58.56,58.086,58.938,59.603,59.867,60.162,60.232,54.769,57.089,58.59,59.33,59.822,60.138,21.357,60.556,54.181,56.859,58.435,59.423,60.069,60.415,60.682,55.592,57.66,58.353,59.396,59.967,60.122,60.059,21.752,66.389,0.091,100.147
1161.937,50.439,53.984,58.558,58.1,58.936,59.585,59.873,60.162,60.242,54.777,57.091,58.575,59.32,59.812,60.142,21.368,60.556,54.164,56.841,58.404,59.429,60.069,60.406,60.662,55.578,57.644,58.353,59.362,59.969,60.138,60.051,21.752,66.389,0.068,100.148
1164.625,50.443,53.996,58.542,58.088,58.924,59.581,59.854,60.162,60.224,54.773,57.087,58.571,59.322,59.824,60.13,21.357,60.566,54.177,56.849,58.432,59.448,60.053,60.415,60.676,55.596,57.648,58.349,59.39,59.973,60.138,60.061,21.733,66.408,0.061,100.147
1167.312,50.431,53.971,58.556,58.07,58.918,59.567,59.856,60.164,60.228,54.771,57.095,58.563,59.32,59.814,60.122,21.355,60.556,54.179,56.847,58.416,59.438,60.075,60.408,60.678,55.586,57.636,58.353,59.378,59.981,60.126,60.059,21.736,66.42,0.044,100.147
1169.984,50.433,53.977,58.542,58.074,58.93,59.587,59.861,60.15,60.228,54.777,57.091,58.569,59.324,59.818,60.126,21.346,60.551,54.187,56.855,58.42,59.429,60.065,60.423,60.67,55.588,57.644,58.349,59.37,59.969,60.128,60.053,21.752,66.374,0.074,100.147
1172.672,50.429,53.977,58.534,58.086,58.922,59.575,59.854,60.148,60.226,54.773,57.083,58.577,59.328,59.83,60.13,21.355,60.553,54.169,56.847,58.422,59.442,60.055,60.402,60.678,55.592,57.646,58.341,59.38,59.981,60.14,60.041,21.726,66.395,0.065,100.147
1175.359,50.441,53.961,58.546,58.074,58.914,59.579,59.871,60.152,60.232,54.753,57.063,58.555,59.318,59.816,60.118,21.353,60.558,54.156,56.829,58.392,59.438,60.057,60.404,60.67,55.574,57.638,58.333,59.364,59.977,60.112,60.041,21.743,66.383,0.041,100.147
1178.031,50.445,53.971,58.52,58.066,58.914,59.565,59.838,60.144,60.206,54.739,57.055,58.549,59.308,59.802,60.11,21.334,60.543,54.154,56.833,58.392,59.434,60.053,60.384,60.67,55.572,57.654,58.351,59.378,59.971,60.128,60.033,21.723,66.398,0.053,100.146
1180.719,50.433,53.975,58.54,58.076,58.912,59.579,59.85,60.132,60.212,54.753,57.083,58.561,59.302,59.798,60.112,21.346,60.543,54.154,56.833,58.404,59.421,60.047,60.394,60.686,55.584,57.644,58.335,59.37,59.963,60.118,60.047,21.759,66.389,0.065,100.147
1183.406,50.429,53.996,58.532,58.078,58.891,59.579,59.842,60.13,60.214,54.761,57.087,58.549,59.312,59.808,60.122,21.349,60.549,54.191,56.833,58.4,59.419,60.059,60.4,60.652,55.574,57.642,58.353,59.368,59.957,60.112,60.035,21.726,66.389,0.094,100.149
1186.078,50.427,53.973,58.536,58.074,58.897,59.571,59.844,60.13,60.202,54.745,57.057,58.545,59.296,59.808,60.116,21.357,60.539,54.136,56.816,58.4,59.411,60.038,60.374,60.637,55.562,57.628,58.343,59.376,59.941,60.104,60.029,21.746,66.383,0.037,100.148
1188.766,50.429,53.957,58.536,58.052,58.897,59.559,59.834,60.14,60.212,54.727,57.065,58.535,59.302,59.79,60.104,21.344,60.537,54.138,56.816,58.392,59.395,60.032,60.386,60.65,55.562,57.626,58.325,59.364,59.949,60.104,60.035,21.736,66.395,0.016,100.148
1191.453,50.425,53.951,58.504,58.062,58.897,59.571,59.84,60.148,60.202,54.733,57.065,58.533,59.294,59.786,60.092,21.336,60.537,54.144,56.816,58.386,59.417,60.045,60.386,60.652,55.556,57.62,58.319,59.354,59.925,60.096,60.019,21.749,66.398,0.028,100.148
1194.125,50.421,53.947,58.512,58.058,58.887,59.559,59.832,60.132,60.191,54.723,57.051,58.535,59.294,59.779,60.1,21.338,60.541,54.146,56.823,58.366,59.413,60.045,60.372,60.633,55.546,57.62,58.321,59.354,59.943,60.1,60.021,21.726,66.377,0.03,100.147
1196.812,50.419,53.939,58.508,58.05,58.885,59.555,59.824,60.132,60.187,54.725,57.055,58.543,59.288,59.794,60.104,21.334,60.535,54.132,56.804,58.378,59.405,60.03,60.384,60.66,55.548,57.611,58.327,59.35,59.931,60.098,59.997,21.746,66.389,0.013,100.149
1199.5,50.394,53.933,58.51,58.024,58.871,59.547,59.81,60.101,60.179,54.718,57.04,58.513,59.272,59.796,60.106,21.34,60.525,54.104,56.784,58.356,59.401,60.012,60.368,60.648,55.526,57.591,58.303,59.34,59.953,60.08,60.001,21.743,66.386,0.022,100.147
1202.172,50.408,53.913,58.496,58.014,58.853,59.539,59.82,60.116,60.169,54.696,57.024,58.515,59.288,59.775,60.1,21.342,60.515,54.094,56.782,58.36,59.387,60.026,60.368,60.631,55.501,57.585,58.297,59.317,59.929,60.08,60.001,21.752,66.374,0,100.148
1204.859,50.394,53.905,58.486,58.006,58.845,59.533,59.81,60.095,60.175,54.684,57.01,58.523,59.272,59.769,60.076,21.321,60.521,54.084,56.778,58.35,59.379,60.024,60.366,60.627,55.501,57.585,58.291,59.309,59.909,60.078,59.993,21.749,66.38,-0.015,100.147
1207.547,50.394,53.915,58.486,58.008,58.861,59.537,59.818,60.11,60.179,54.704,57.026,58.527,59.278,59.779,60.084,21.336,60.519,54.104,56.78,58.35,59.379,60.014,60.374,60.631,55.509,57.577,58.289,59.319,59.913,60.078,59.997,21.736,66.37,0.01,100.147
1210.219,50.376,53.937,58.49,58.028,58.865,59.533,59.818,60.108,60.173,54.718,57.04,58.517,59.282,59.784,60.084,21.342,60.521,54.126,56.794,58.35,59.385,60.022,60.372,60.639,55.526,57.601,58.287,59.325,59.919,60.069,60.003,21.73,66.374,0.031,100.147
1212.906,50.378,53.945,58.494,58.032,58.873,59.553,59.804,60.12,60.181,54.721,57.032,58.527,59.28,59.786,60.092,21.323,60.507,54.15,56.8,58.368,59.397,60.036,60.372,60.641,55.558,57.617,58.307,59.327,59.925,60.069,60.001,21.755,66.374,0.011,100.148
1215.594,50.41,53.937,58.49,58.028,58.867,59.529,59.794,60.106,60.163,54.712,57.044,58.521,59.274,59.779,60.09,21.338,60.523,54.132,56.808,58.36,59.395,60.012,60.366,60.631,55.544,57.609,58.305,59.325,59.915,60.076,59.993,21.772,66.389,0.008,100.148
1218.266,50.398,53.943,58.5,58.038,58.871,59.527,59.804,60.108,60.179,54.729,57.055,58.525,59.282,59.781,60.084,21.329,60.518,54.143,56.803,58.358,59.391,60.03,60.354,60.631,55.56,57.617,58.317,59.333,59.926,60.089,60.018,21.77,66.366,0.038,100.147
1220.953,50.396,53.941,58.49,58.032,58.865,59.519,59.794,60.089,60.169,54.721,57.044,58.515,59.272,59.777,60.076,21.329,60.508,54.12,56.797,58.35,59.397,60.02,60.356,60.635,55.556,57.613,58.315,59.325,59.937,60.091,60.008,21.77,66.369,0.014,100.148
1223.641,50.404,53.949,58.506,58.02,58.865,59.531,59.798,60.091,60.169,54.721,57.036,58.515,59.264,59.771,60.074,21.325,60.494,54.149,56.811,58.372,59.393,60.024,60.374,60.641,55.566,57.615,58.313,59.345,59.916,60.081,60.018,21.763,66.369,0.002,100.149
1226.312,50.396,53.947,58.484,58.022,58.861,59.533,59.806,60.089,60.171,54.731,57.042,58.529,59.266,59.753,60.076,21.332,60.507,54.146,56.804,58.382,59.399,60.012,60.36,60.631,55.558,57.615,58.313,59.334,59.929,60.08,59.997,21.746,66.367,0,100.148
1229,50.394,53.931,58.48,58.016,58.839,59.525,59.802,60.097,60.173,54.721,57.036,58.523,59.276,59.757,60.074,21.321,60.491,54.146,56.808,58.372,59.381,60.016,60.348,60.625,55.542,57.603,58.301,59.323,59.917,60.078,59.982,21.752,66.361,-0.016,100.147
1231.687,50.394,53.917,58.49,58.022,58.855,59.521,59.79,60.083,60.163,54.716,57.036,58.509,59.27,59.771,60.074,21.329,60.5,54.122,56.801,58.354,59.381,60.008,60.35,60.617,55.558,57.611,58.305,59.317,59.914,60.069,60.01,21.77,66.36,-0.001,100.146
1234.359,50.39,53.907,58.486,58.012,58.851,59.517,59.79,60.091,60.163,54.716,57.042,58.503,59.261,59.769,60.07,21.319,60.481,54.118,56.797,58.362,59.387,60.004,60.36,60.621,55.549,57.601,58.313,59.325,59.92,60.075,59.99,21.751,66.363,-0.011,100.148
1237.047,50.39,53.923,58.48,58.02,58.855,59.517,59.786,60.085,60.149,54.714,57.049,58.521,59.261,59.767,60.068,21.327,60.498,54.137,56.809,58.364,59.377,60.018,60.354,60.621,55.541,57.603,58.313,59.317,59.92,60.071,60.002,21.776,66.341,-0.003,100.149
1239.734,50.398,53.939,58.484,58.026,58.851,59.529,59.79,60.073,60.161,54.718,57.036,58.513,59.255,59.747,60.068,21.312,60.506,54.143,56.809,58.346,59.385,60.004,60.358,60.619,55.558,57.615,58.313,59.319,59.916,60.093,60.014,21.779,66.338,0.013,100.149
1242.422,50.406,53.959,58.484,58.028,58.849,59.525,59.806,60.091,60.169,54.735,57.051,58.517,59.261,59.767,60.064,21.327,60.495,54.142,56.814,58.364,59.395,60.004,60.354,60.617,55.568,57.615,58.313,59.336,59.919,60.059,60.001,21.752,66.367,0.008,100.147
1245.109,50.398,53.957,58.488,58.044,58.865,59.531,59.792,60.089,60.155,54.741,57.04,58.519,59.264,59.773,60.088,21.329,60.519,54.162,56.812,58.368,59.393,60.018,60.35,60.621,55.592,57.626,58.315,59.34,59.925,60.084,59.982,21.752,66.364,0.01,100.147
1247.781,50.396,53.971,58.51,58.048,58.871,59.521,59.796,60.091,60.159,54.763,57.051,58.527,59.278,59.769,60.066,21.323,60.513,54.173,56.829,58.366,59.407,60.008,60.338,60.621,55.562,57.632,58.331,59.331,59.935,60.076,59.991,21.775,66.336,0.021,100.146
1250.469,50.413,53.963,58.484,58.032,58.869,59.537,59.802,60.089,60.173,54.755,57.057,58.533,59.28,59.767,60.072,21.321,60.509,54.164,56.82,58.38,59.399,60.018,60.352,60.623,55.588,57.63,58.315,59.331,59.919,60.084,60.005,21.755,66.352,0.024,100.148
1253.156,50.404,53.937,58.502,58.02,58.861,59.521,59.798,60.071,60.161,54.725,57.036,58.511,59.249,59.761,60.076,21.317,60.517,54.146,56.814,58.372,59.401,60.012,60.352,60.615,55.568,57.626,58.317,59.34,59.911,60.067,60.005,21.749,66.358,0.02,100.148
1255.828,50.41,53.953,58.494,58.02,58.841,59.521,59.782,60.077,60.137,54.737,57.032,58.503,59.261,59.773,60.08,21.308,60.503,54.156,56.818,58.362,59.371,60.006,60.35,60.611,55.572,57.624,58.323,59.329,59.923,60.072,59.984,21.762,66.333,0.016,100.148
1258.516,50.413,53.943,58.484,58.04,58.845,59.511,59.784,60.071,60.151,54.733,57.049,58.515,59.261,59.757,60.064,21.308,60.513,54.144,56.808,58.364,59.389,60.002,60.356,60.593,55.57,57.62,58.313,59.336,59.929,60.072,59.993,21.772,66.333,0.064,100.147
1261.203,50.408,53.945,58.494,58.03,58.857,59.509,59.798,60.075,60.157,54.733,57.034,58.513,59.28,59.761,60.068,21.3,60.497,54.12,56.794,58.358,59.375,59.998,60.326,60.595,55.55,57.611,58.299,59.317,59.913,60.072,59.987,21.768,66.327,0.051,100.148
1263.891,50.4,53.931,58.486,58.02,58.841,59.519,59.77,60.063,60.149,54.71,57.034,58.509,59.257,59.753,60.066,21.297,60.489,54.112,56.784,58.344,59.369,59.988,60.334,60.599,55.524,57.589,58.297,59.305,59.905,60.065,59.98,21.775,66.355,0.01,100.148
1266.578,50.408,53.939,58.472,58.016,58.851,59.505,59.786,60.079,60.153,54.712,57.032,58.517,59.249,59.749,60.062,21.293,60.486,54.103,56.781,58.346,59.375,59.994,60.336,60.607,55.541,57.609,58.304,59.317,59.92,60.075,59.991,21.777,66.342,-0.001,100.148
1269.266,50.384,53.939,58.476,58.01,58.857,59.502,59.772,60.079,60.149,54.704,57.03,58.495,59.257,59.749,60.05,21.285,60.474,54.117,56.781,58.338,59.361,59.998,60.334,60.619,55.549,57.601,58.292,59.331,59.914,60.085,60.006,21.783,66.345,0.007,100.146
1271.937,50.384,53.933,58.472,58.014,58.857,59.509,59.774,60.063,60.141,54.718,57.032,58.517,59.251,59.747,60.066,21.282,60.472,54.107,56.765,58.332,59.361,60.006,60.332,60.597,55.523,57.603,58.286,59.321,59.908,60.073,59.985,21.78,66.342,-0.004,100.148
1274.625,50.384,53.905,58.47,58.01,58.841,59.498,59.774,60.071,60.139,54.696,57.018,58.491,59.245,59.729,60.07,21.28,60.47,54.091,56.771,58.34,59.367,59.988,60.336,60.601,55.533,57.585,58.288,59.312,59.91,60.071,59.983,21.777,66.304,0.039,100.148
1277.312,50.39,53.923,58.476,58.008,58.859,59.496,59.768,60.077,60.135,54.708,57.016,58.493,59.251,59.741,60.056,21.285,60.468,54.115,56.769,58.34,59.357,59.988,60.325,60.611,55.551,57.607,58.294,59.306,59.924,60.071,59.981,21.771,66.345,0.016,100.146
1280,50.382,53.927,58.482,58.008,58.845,59.509,59.764,60.065,60.141,54.704,57.02,58.517,59.253,59.753,60.05,21.28,60.474,54.115,56.785,58.338,59.369,59.984,60.33,60.593,55.553,57.615,58.296,59.317,59.91,60.059,60,21.761,66.335,0.001,100.149
1282.687,50.386,53.919,58.449,58.002,58.829,59.492,59.764,60.063,60.131,54.716,57.032,58.501,59.247,59.741,60.056,21.28,60.469,54.106,56.786,58.348,59.355,59.988,60.326,60.589,55.535,57.597,58.301,59.303,59.906,60.065,59.976,21.783,66.335,-0.004,100.148
1285.375,50.384,53.927,58.466,58,58.847,59.5,59.764,60.057,60.133,54.712,57.026,58.505,59.247,59.747,60.058,21.282,60.479,54.102,56.778,58.33,59.371,59.99,60.324,60.605,55.539,57.583,58.283,59.303,59.898,60.073,59.976,21.767,66.316,-0.007,100.147
1288.047,50.38,53.915,58.476,58.012,58.849,59.511,59.79,60.071,60.125,54.71,57.022,58.505,59.253,59.743,60.064,21.268,60.477,54.112,56.778,58.336,59.361,59.976,60.314,60.585,55.535,57.589,58.293,59.305,59.898,60.061,59.974,21.757,66.335,0.004,100.148
1290.734,50.384,53.913,58.47,58.014,58.855,59.498,59.772,60.071,60.141,54.716,57.012,58.483,59.251,59.737,60.044,21.285,60.473,54.084,56.758,58.336,59.347,59.982,60.314,60.589,55.521,57.583,58.289,59.305,59.896,60.069,59.984,21.783,66.322,-0.012,100.147
1293.422,50.368,53.909,58.47,58.01,58.843,59.513,59.78,60.069,60.139,54.698,57.012,58.499,59.255,59.745,60.062,21.27,60.495,54.092,56.766,58.344,59.347,59.974,60.324,60.577,55.515,57.589,58.281,59.305,59.899,60.061,59.982,21.743,66.324,0.003,100.148
1296.109,50.384,53.913,58.46,58.004,58.849,59.507,59.78,60.055,60.127,54.692,57.018,58.495,59.241,59.739,60.062,21.278,60.467,54.088,56.75,58.311,59.349,59.974,60.308,60.589,55.505,57.579,58.253,59.291,59.884,60.043,59.964,21.772,66.302,-0.004,100.149
1298.797,50.37,53.895,58.474,57.993,58.847,59.494,59.764,60.059,60.129,54.672,57.012,58.493,59.231,59.727,60.044,21.27,60.471,54.08,56.76,58.32,59.353,59.974,60.318,60.571,55.495,57.565,58.265,59.289,59.884,60.049,59.954,21.765,66.318,-0.022,100.15
1301.484,50.36,53.887,58.466,57.985,58.821,59.482,59.745,60.053,60.131,54.668,57,58.479,59.239,59.717,60.044,21.276,60.455,54.048,56.736,58.287,59.343,59.964,60.304,60.593,55.483,57.557,58.264,59.295,59.898,60.039,59.946,21.767,66.329,-0.019,100.147
1304.172,50.358,53.887,58.456,57.979,58.827,59.472,59.756,60.039,60.127,54.672,56.992,58.475,59.223,59.729,60.05,21.272,60.457,54.06,56.738,58.3,59.333,59.962,60.3,60.579,55.491,57.557,58.264,59.277,59.886,60.047,59.962,21.773,66.332,-0.018,100.149
1306.859,50.356,53.879,58.458,57.977,58.807,59.496,59.762,60.045,60.105,54.668,56.972,58.468,59.219,59.735,60.04,21.27,60.455,54.062,56.732,58.31,59.333,59.954,60.298,60.579,55.483,57.567,58.258,59.275,59.876,60.031,59.96,21.77,66.322,0.028,100.149
1309.547,50.358,53.887,58.441,57.983,58.821,59.502,59.756,60.049,60.103,54.682,56.988,58.466,59.225,59.723,60.052,21.276,60.467,54.07,56.746,58.302,59.361,59.968,60.31,60.577,55.483,57.551,58.25,59.277,59.896,60.033,59.944,21.799,66.325,-0.014,100.147
1312.234,50.35,53.881,58.443,57.977,58.815,59.478,59.75,60.035,60.105,54.662,56.99,58.487,59.223,59.731,60.046,21.27,60.461,54.066,56.736,58.306,59.335,59.96,60.308,60.579,55.487,57.561,58.258,59.283,59.884,60.029,59.948,21.77,66.338,-0.016,100.149
1314.922,50.34,53.868,58.437,57.977,58.815,59.482,59.754,60.035,60.099,54.662,56.984,58.473,59.225,59.735,60.036,21.27,60.469,54.062,56.734,58.312,59.327,59.962,60.302,60.579,55.481,57.557,58.26,59.295,59.876,60.047,59.948,21.763,66.329,-0.032,100.15
1317.594,50.346,53.875,58.443,57.973,58.821,59.472,59.748,60.023,60.109,54.672,56.986,58.47,59.215,59.723,60.056,21.248,60.477,54.074,56.74,58.305,59.331,59.962,60.298,60.571,55.491,57.557,58.249,59.279,59.862,60.027,59.938,21.765,66.327,-0.036,100.148
